고유번호,구명,품계수종,수고,관리등급,위치,환경영향,전정,도로길이,구번호,전선유무,순번,품계활력,흉고지름,품계위치,수관너비,현존유무,관리기관,피해정도,주변토지사용상태,방재,관리방안,수목고유번호,차선수,보호덮개,가로명,가치등급,품계흉고,수목명,경도,위도
1029,중구,8,7,1,중림정육점,0.00E+00, ,0.00E+00,2,1,103,8,30,12,6,0,공원녹지과,2,0, ,0.00E+00,2-청파로-가-0128,0.00E+00,1,청파로,0.00E+00,6,은행나무,126.9689995,37.5588927
1053,중구,8,8,2,신한은행,0.00E+00, ,0.00E+00,2,2,303,8,12,12,6,0,공원녹지과,2,0,2010. 진딧물 방제,0.00E+00,2-태평로-가-0308,0.00E+00,1,태평로,0.00E+00,3,느티나무,126.9766252,37.564358
1054,중구,8,6,2, ,0.00E+00, ,0.00E+00,2,1,446,8,16,12,3,0,공원녹지과,2,0, ,0.00E+00,2-다산로-가-0449,0.00E+00,2,다산로,0.00E+00,3,은행나무,127.0086566,37.5527239
1055,중구,8,12,2,프레스센터,0.00E+00, ,0.00E+00,2,2,161,6,22,12,6,0,공원녹지과,2,0, ,0.00E+00,2-태평로-가-0161,0.00E+00,1,태평로,0.00E+00,6,은행나무,126.9773114,37.5682441
1056,중구,8,10,1,삼성화재,0.00E+00, ,0.00E+00,2,2,262,8,25,12,6,0,공원녹지과,2,0, ,0.00E+00,2-을지로-가-0262,0.00E+00,1,을지로,0.00E+00,6,은행나무,126.9815249,37.5661976
1057,중구,8,15,2,다등빌딩,0.00E+00, ,0.00E+00,2,2,172,8,18,12,6,0,공원녹지과,2,0, ,0.00E+00,2-청계천로-가-0172,0.00E+00,1,청계천로,0.00E+00,3,은행나무,126.9824856,37.5687133
1058,중구,8,15,2,남대문빌딩,0.00E+00, ,0.00E+00,2,2,24,8,30,9,9,0,공원녹지과,1,0, ,0.00E+00,2-의주로-가-0024,0.00E+00,1,의주로,0.00E+00,6,은행나무,126.9716543,37.5593311
1059,중구,8,3,3,로터리,0.00E+00, ,0.00E+00,2,2,61,6,5,6,2,0,공원녹지과,2,0,2010. 진딧물 방제,0.00E+00,2-덕수궁길-가-0060,0.00E+00,1,덕수궁길,0.00E+00,3,살구나무,126.973366,37.5653994
1060,중구,8,8,3,서울특별시별관,0.00E+00, ,0.00E+00,2,2,246,8,15,3,9,0,공원녹지과,2,0,2010. 진딧물 방제,0.00E+00,2-덕수궁길-가-0242,0.00E+00,1,덕수궁길,0.00E+00,3,느티나무,126.9738141,37.5648624
1061,중구,8,17,2,정동교회,0.00E+00, ,0.00E+00,2,2,211,8,25,6,8,0,공원녹지과,2,0, ,0.00E+00,2-덕수궁길-가-0207,0.00E+00,1,덕수궁길,0.00E+00,6,은행나무,126.9729054,37.5654892
1062,중구,8,22,2,이화여고,0.00E+00, ,0.00E+00,2,2,178,8,30,6,15,0,공원녹지과,2,0, ,0.00E+00,2-덕수궁길-가-0178,0.00E+00,1,덕수궁길,0.00E+00,6,은행나무,126.9713788,37.5663124
1063,중구,8,17,1,동양스튜디오,0.00E+00, ,0.00E+00,2,2,7,8,25,12,15,0,공원녹지과,2,0, ,0.00E+00,2-삼일로-가-0008,0.00E+00,1,삼일로,0.00E+00,6,은행나무,126.9890676,37.5622718
1064,중구,8,10,1, ,0.00E+00, ,0.00E+00,2,2,99,8,25,12,5,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-퇴계로-가-0099,0.00E+00,1,퇴계로,0.00E+00,6,소나무,126.9993618,37.5625706
1065,중구,4,10,1,동대후문입구,0.00E+00,0,0.00E+00,2,2,477,8,25,12,5,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-퇴계로-가-0477,0.00E+00,1,퇴계로,0.00E+00,9,소나무,126.9998961,37.5624363
1066,중구,8,12,1,국립의료원,0.00E+00, ,0.00E+00,2,2,97,8,24,12,5,0,공원녹지과,2,0, ,0.00E+00,2-을지로-가-0097,0.00E+00,1,을지로,0.00E+00,6,은행나무,127.0044637,37.5668627
1067,중구,8,17,2,저동빌딩,0.00E+00, ,0.00E+00,2,2,143,8,21,6,8,0,공원녹지과,2,0, ,0.00E+00,2-마른내길-가-0143,0.00E+00,1,마른내길,0.00E+00,6,은행나무,126.9894999,37.5648472
1068,중구,4,29,1,유신건재사,0.00E+00, ,0.00E+00,2,1,58,8,55,12,15,0,공원녹지과,2,0,2010. 방패벌레 수간주사 및 흰불나방 지상방제,0.00E+00,2-삼일로-가-0059,0.00E+00,2,삼일로,0.00E+00,12,양버즘나무,126.9877912,37.5672062
1069,중구,8,14,1,장충주유소,0.00E+00, ,0.00E+00,2,2,186,8,27,12,7,0,공원녹지과,2,0, ,0.00E+00,2-홍인문로-가-0181,0.00E+00,1,홍인문로,0.00E+00,6,은행나무,127.0069382,37.5630539
1070,중구,8,15,1,동국대,0.00E+00, ,0.00E+00,2,2,387,8,31,12,9,0,공원녹지과,2,0, ,0.00E+00,2-훈련원로-가-0389,0.00E+00,1,훈련원로,0.00E+00,9,은행나무,127.0027502,37.559166
1071,중구,8,19,2,장춘단길,0.00E+00, ,0.00E+00,2,1,108,8,26,9,13,0,공원녹지과,2,0, ,0.00E+00,2-장춘단길-가-0117,0.00E+00,1,장춘단길,0.00E+00,6,은행나무,127.0022444,37.5528763
1072,중구,4,10,1,동대후문입구,0.00E+00,0,0.00E+00,2,2,494,8,25,12,5,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-퇴계로-가-0494,0.00E+00,1,퇴계로,0.00E+00,9,소나무,127.001734,37.5628772
1074,중구,8,23,1,배재빌딩,0.00E+00, ,0.00E+00,2,2,42,8,27,12,13,0,공원녹지과,2,0, ,0.00E+00,2-서소문로-가-0043,0.00E+00,1,서소문로,0.00E+00,6,은행나무,126.9727976,37.5628636
1075,중구,8,8,2,동국대,0.00E+00, ,0.00E+00,2,2,1,8,15,12,6,0,공원녹지과,2,0,2010. 진딧물 및 흰불나방 등 지상방제,0.00E+00,2-장춘단길-가-0015,0.00E+00,1,장춘단길,0.00E+00,3,회화나무,127.0054447,37.5581212
1030,중구,8,17,3,서독안경,0.00E+00, ,0.00E+00,2,1,4,8,20,6,6,0,공원녹지과,2,0, ,0.00E+00,2-중림동길-가-0004,0.00E+00,1,중림동길,0.00E+00,6,은행나무,126.9681901,37.5574846
1031,중구,8,9,1,밀리오레,0.00E+00, ,0.00E+00,2,2,22,8,22,12,3,0,공원녹지과,2,0, ,0.00E+00,2-홍인문로-가-0016,0.00E+00,2,홍인문로,0.00E+00,6,은행나무,127.0089715,37.5680987
1032,중구,8,13,1,검도용품,0.00E+00, ,0.00E+00,2,2,64,8,28,12,6,0,공원녹지과,2,0, ,0.00E+00,2-홍인문로-가-0059,0.00E+00,1,홍인문로,0.00E+00,6,은행나무,127.007185,37.5647939
1033,중구,8,12,1,신성당약국,0.00E+00, ,0.00E+00,2,2,328,8,24,12,8,0,공원녹지과,2,0, ,0.00E+00,2-퇴계로-가-0328,0.00E+00,1,퇴계로,0.00E+00,6,은행나무,126.9801786,37.5593916
1034,중구,8,16,2,남산육교,0.00E+00, ,0.00E+00,2,2,78,8,27,9,8,0,공원녹지과,2,0, ,0.00E+00,2-소월길-가-0078,0.00E+00,1,소월길,0.00E+00,6,은행나무,126.9765454,37.5569043
1035,중구,8,5,2,남정빌딩,0.00E+00, ,0.00E+00,2,2,105,8,10,12,4,0,공원녹지과,2,0, ,0.00E+00,2-소월길-가-0105,0.00E+00,1,소월길,0.00E+00,3,은행나무,126.9761796,37.5585858
1036,중구,8,12,2,파라다이스,0.00E+00, ,0.00E+00,2,2,92,8,18,12,8,0,공원녹지과,2,0, ,0.00E+00,2-훈련원로-가-0092,0.00E+00,1,훈련원로,0.00E+00,3,은행나무,127.0029457,37.5608845
1037,중구,8,6,2,영락교회,0.00E+00, ,0.00E+00,2,2,24,8,17,12,3,0,공원녹지과,2,0, ,0.00E+00,2-삼일로-가-0025,0.00E+00,1,삼일로,0.00E+00,3,은행나무,126.9886525,37.5633933
1038,중구,4,9,2,축협,0.00E+00, ,0.00E+00,2,1,44,8,33,6,6,0,공원녹지과,2,0,2010. 방패벌레 수간주사 및 흰불나방 지상방제,0.00E+00,2-중림동길-가-0044,0.00E+00,1,중림동길,0.00E+00,9,양버즘나무,126.9652477,37.5590278
1039,중구,8,19,1, ,0.00E+00, ,0.00E+00,2,2,24,8,27,12,9,0,공원녹지과,2,0, ,0.00E+00,2-남대문로-가-0027,0.00E+00,2,남대문로,0.00E+00,6,은행나무,126.9740687,37.558468
1040,중구,8,7,1,남산,0.00E+00, ,0.00E+00,2,1,109,8,23,12,5,0,공원녹지과,2,0, ,0.00E+00,2-소파길-가-0109,0.00E+00,1,소파길,0.00E+00,6,은행나무,126.9801966,37.5556638
1041,중구,6,5,3,통일회관,0.00E+00, ,0.00E+00,2,2,148,8,13,6,4,0,공원녹지과,0.00E+00,0,2010. 진딧물 및 흰불나방 방제,0.00E+00,2-서애길-가-0148,0.00E+00,1,서애길,0.00E+00,3,왕벚나무,126.9974199,37.5605232
1042,중구,4,13,3, ,0.00E+00, ,0.00E+00,2,2,66,8,20,9,6,0,공원녹지과,2,0,2010. 방패벌레 수간주사 및 흰불나방 지상방제,0.00E+00,2-칠패길-가-0066,0.00E+00,1,칠패길,0.00E+00,3,양버즘나무,126.9723191,37.5595868
1043,중구,8,12,1,우리은행,0.00E+00, ,0.00E+00,2,2,77,8,33,12,7,0,공원녹지과,2,0, ,0.00E+00,2-반포로-가-0077,0.00E+00,1,반포로,0.00E+00,9,은행나무,126.9829948,37.5578524
1044,중구,8,6,2, ,0.00E+00, ,0.00E+00,2,2,59,8,12,6,6,0,공원녹지과,0.00E+00,0,2010. 진딧물 및 흰불나방 방제,0.00E+00,2-서애길-가-0059,0.00E+00,1,서애길,0.00E+00,3,왕벚나무,126.9956579,37.5568509
1045,중구,8,14,1,광신교효,0.00E+00, ,0.00E+00,2,2,345,8,22,12,5,0,공원녹지과,2,0, ,0.00E+00,2-훈련원로-가-0347,0.00E+00,1,훈련원로,0.00E+00,6,은행나무,127.0026047,37.5614646
1046,중구,8,16,2,천일화공,0.00E+00, ,0.00E+00,2,2,64,8,19,9,6,0,공원녹지과,2,0, ,0.00E+00,2-배오개길-가-0064,0.00E+00,2,배오개길,0.00E+00,3,은행나무,126.9980803,37.5684244
1047,중구,4,10,1,동대후문입구,0.00E+00,0,0.00E+00,2,2,470,8,25,12,5,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-퇴계로-가-0470,0.00E+00,1,퇴계로,0.00E+00,9,소나무,126.9993795,37.5623176
1048,중구,8,13,2,신안빌딩,0.00E+00, ,0.00E+00,2,2,117,8,19,12,7,0,공원녹지과,2,0, ,0.00E+00,2-훈련원로-가-0117,0.00E+00,1,훈련원로,0.00E+00,3,은행나무,127.0028562,37.561928
1049,중구,8,23,1,금정빌딩,0.00E+00, ,0.00E+00,2,2,300,8,34,12,16,0,공원녹지과,2,0, ,0.00E+00,2-을지로-가-0300,0.00E+00,2,을지로,0.00E+00,9,은행나무,126.9788395,37.5651374
1050,중구,8,9,2,서울시의회,0.00E+00, ,0.00E+00,2,2,221,8,18,6,7,0,공원녹지과,2,0,2010. 진딧물 방제,0.00E+00,2-태평로-가-0221,0.00E+00,1,태평로,0.00E+00,3,느티나무,126.9767979,37.5671825
1051,중구,8,8,1,힐튼호텔,0.00E+00, ,0.00E+00,2,2,162,8,25,9,6,0,공원녹지과,0.00E+00,0, ,0.00E+00,2-소월길-가-0162,0.00E+00,1,소월길,0.00E+00,12,소나무,126.9765453,37.5555285
1052,중구,8,15,2,한화빌딩,0.00E+00, ,0.00E+00,2,2,75,8,24,9,8,0,공원녹지과,2,0, ,0.00E+00,2-태평로-가-0075,0.00E+00,1,태평로,0.00E+00,6,은행나무,126.9784049,37.5638586
1076,중구,8,8,2,동국대,0.00E+00, ,0.00E+00,2,2,1,8,15,12,6,0,공원녹지과,2,0,2010. 진딧물 및 흰불나방 등 지상방제,0.00E+00,2-장춘단길-가-0031,0.00E+00,1,장춘단길,0.00E+00,3,회화나무,127.0048062,37.557059
1077,중구,8,8,2, ,0.00E+00, ,0.00E+00,2,2,197,8,15,9,6,0,공원녹지과,2,0,2010. 진딧물 방제,0.00E+00,2-동호로-가-0221,0.00E+00,1,동호로,0.00E+00,6,느티나무,127.0124453,37.55175
1078,중구,8,8,2, ,0.00E+00, ,0.00E+00,2,2,197,8,15,9,6,0,공원녹지과,2,0,2010. 진딧물 방제,0.00E+00,2-동호로-가-0228,0.00E+00,1,동호로,0.00E+00,6,느티나무,127.0122523,37.5522189
1079,중구,4,6,1,시대상사,0.00E+00, ,0.00E+00,2,2,43,8,20,12,6,0,공원녹지과,2,0,2010. 진딧물 방제,0.00E+00,2-청계천로-가-0033,0.00E+00,1,청계천로,0.00E+00,12,느티나무,126.999151,37.568914
1080,중구,4,6,1,시대상사,0.00E+00, ,0.00E+00,2,2,43,8,20,12,6,0,공원녹지과,2,0,2010. 진딧물 방제,0.00E+00,2-청계천로-가-0033,0.00E+00,1,청계천로,0.00E+00,12,느티나무,126.9989022,37.5688667
1081,중구,4,6,1,시대상사,0.00E+00, ,0.00E+00,2,2,43,8,20,12,6,0,공원녹지과,2,0,2010. 진딧물 방제,0.00E+00,2-청계천로-가-0077,0.00E+00,1,청계천로,0.00E+00,12,느티나무,126.994556,37.5683574
1082,중구,4,6,1,시대상사,0.00E+00, ,0.00E+00,2,2,43,8,20,12,6,0,공원녹지과,2,0,2010. 진딧물 방제,0.00E+00,2-청계천로-가-0097,0.00E+00,1,청계천로,0.00E+00,12,느티나무,126.9914724,37.5681048
1083,중구,4,6,1,시대상사,0.00E+00, ,0.00E+00,2,2,43,8,20,12,6,0,공원녹지과,2,0,2010. 진딧물 방제,0.00E+00,2-청계천로-가-0116,0.00E+00,1,청계천로,0.00E+00,12,느티나무,126.9891453,37.5679455
1084,중구,4,6,1,시대상사,0.00E+00, ,0.00E+00,2,2,43,8,20,12,6,0,공원녹지과,2,0,2010. 진딧물 방제,0.00E+00,2-청계천로-가-0103,0.00E+00,1,청계천로,0.00E+00,12,느티나무,126.9907586,37.5680462
1085,중구,8,8,1,삼각동,0.00E+00, ,0.00E+00,2,2,145,8,15,12,6,0,공원녹지과,2,0,2010. 진딧물 및 흰불나방 등 지상방제,0.00E+00,2-청계천로-가-0145,0.00E+00,1,청계천로,0.00E+00,9,회화나무,126.9854333,37.5682235
1086,중구,4,6,1,시대상사,0.00E+00, ,0.00E+00,2,2,43,8,20,12,6,0,공원녹지과,2,0,2010. 진딧물 방제,0.00E+00,2-청계천로-가-0125,0.00E+00,1,청계천로,0.00E+00,12,느티나무,126.9883695,37.5679128
1087,중구,8,7,1,중림주차장,0.00E+00, ,0.00E+00,2,2,88,8,25,12,4,0,공원녹지과,2,0, ,0.00E+00,2-서소문로-가-0089,0.00E+00,1,서소문로,0.00E+00,6,은행나무,126.9639693,37.5593036
1088,중구,8,15,2,흥인사거리,0.00E+00, ,0.00E+00,2,2,180,8,30,9,5,0,공원녹지과,2,0, ,0.00E+00,2-마장로-가-0180,0.00E+00,1,마장로,0.00E+00,6,은행나무,127.0142746,37.5679389
1089,중구,4,18,1,삼성판매,0.00E+00, ,0.00E+00,2,2,162,8,40,12,7,0,공원녹지과,2,0,2010. 방패벌레 수간주사 및 흰불나방 지상방제,0.00E+00,2-왕십리길-가-0163,0.00E+00,1,왕십리길,0.00E+00,9,양버즘나무,127.0210121,37.5655586
1090,중구,8,13,1,서소문공원,0.00E+00, ,0.00E+00,2,2,47,8,24,12,8,0,공원녹지과,2,0, ,0.00E+00,2-칠패길-가-0047,0.00E+00,1,칠패길,0.00E+00,6,은행나무,126.9691296,37.5595757
1091,중구,8,9,2,서독안경,0.00E+00, ,0.00E+00,2,1,24,8,23,6,6,0,공원녹지과,2,0, ,0.00E+00,2-중림동길-가-0024,0.00E+00,1,중림동길,0.00E+00,9,은행나무,126.9667751,37.5583166
1092,중구,8,15,2,신성상가,0.00E+00, ,0.00E+00,2,1,78,8,29,6,7,0,공원녹지과,2,0, ,0.00E+00,2-마른내길-가-0078,0.00E+00,1,마른내길,0.00E+00,6,은행나무,126.9962816,37.564323
1093,중구,8,14,1,TBS교통방송,0.00E+00, ,0.00E+00,2,2,211,8,30,12,8,0,공원녹지과,2,0, ,0.00E+00,2-소파길-가-0211,0.00E+00,1,소파길,0.00E+00,6,은행나무,126.9896877,37.5597897
1094,중구,8,13,1,쌍용자동차,0.00E+00, ,0.00E+00,2,2,124,8,22,12,4,0,공원녹지과,2,0, ,0.00E+00,2-동호로-가-0124,0.00E+00,1,동호로,0.00E+00,6,은행나무,127.0077617,37.5584956
1095,중구,8,16,1,동국대,0.00E+00, ,0.00E+00,2,2,2,8,26,12,6,0,공원녹지과,2,0, ,0.00E+00,2-훈련원로-가-0002,0.00E+00,1,훈련원로,0.00E+00,6,은행나무,127.0047874,37.5591563
1096,중구,8,12,2,동국대,0.00E+00, ,0.00E+00,2,2,41,8,19,12,7,0,공원녹지과,2,0, ,0.00E+00,2-훈련원로-가-0041,0.00E+00,2,훈련원로,0.00E+00,3,은행나무,127.0033067,37.5591386
1097,중구,8,8,2,남정빌딩,0.00E+00, ,0.00E+00,2,2,113,8,15,12,6,0,공원녹지과,2,0, ,0.00E+00,2-소월길-가-0113,0.00E+00,1,소월길,0.00E+00,3,은행나무,126.9759441,37.5590844
1099,중구,8,14,2,중부수도사업소,0.00E+00, ,0.00E+00,2,2,139,8,20,9,6,0,공원녹지과,2,0, ,0.00E+00,2-장춘단길-가-0148,0.00E+00,1,장춘단길,0.00E+00,3,은행나무,127.0024327,37.5528293
1100,중구,8,16,1,수도밧데리,0.00E+00, ,0.00E+00,2,2,177,8,30,12,10,0,공원녹지과,2,0, ,0.00E+00,2-훈련원로-가-0177,0.00E+00,1,훈련원로,0.00E+00,6,은행나무,127.0024146,37.567125
1098,중구,8,12,2,염천교,0.00E+00, ,0.00E+00,2,2,62,8,30,9,6,0,공원녹지과,2,0, ,0.00E+00,2-칠패길-가-0062,0.00E+00,1,칠패길,0.00E+00,6,은행나무,126.9719741,37.5595596
1101,중구,4,3.5,2,매일경제,0.00E+00, ,1150,2,2,1,8,12,9,3,0,공원녹지과,0.00E+00,0, ,0.00E+00,2-돈화문로-가-0001,0.00E+00,1,돈화문로,0.00E+00,6,이팝나무,126.9933297,37.5614334
1102,중구,4,3.5,2, ,0.00E+00, ,1150,2,2,1,8,12,9,3,0,공원녹지과,0.00E+00,0, ,0.00E+00,2-돈화문로-가-00035,0.00E+00,1,돈화문로,0.00E+00,6,이팝나무,126.9930282,37.5639031
1103,중구,4,3.5,2, ,0.00E+00, ,1150,2,2,1,8,12,9,3,0,공원녹지과,0.00E+00,0, ,0.00E+00,2-돈화문로-가-000121,0.00E+00,1,돈화문로,0.00E+00,6,이팝나무,126.992834,37.5641177
1104,중구,4,3.5,2, ,0.00E+00, ,1150,2,2,1,8,12,9,3,0,공원녹지과,0.00E+00,0, ,0.00E+00,2-돈화문로-가-000122,0.00E+00,1,돈화문로,0.00E+00,6,이팝나무,126.9928429,37.5640557
1105,중구,8,9,2,아이마트,0.00E+00, ,0.00E+00,2,2,178,8,20,12,6,0,공원녹지과,2,0, ,0.00E+00,2-왕십리길-가-0179,0.00E+00,1,왕십리길,0.00E+00,3,은행나무,127.022622,37.5652456
1106,중구,8,6,2, ,0.00E+00, ,0.00E+00,2,2,438,8,18,12,6,0,공원녹지과,2,0, ,0.00E+00,2-다산로-가-0441,0.00E+00,2,다산로,0.00E+00,3,은행나무,127.0088598,37.552927
1107,중구,8,6,2,장춘단길,0.00E+00, ,0.00E+00,2,1,85,8,15,9,4,0,공원녹지과,2,0, ,0.00E+00,2-장춘단길-가-0094,0.00E+00,1,장춘단길,0.00E+00,3,은행나무,127.0029671,37.5544766
1108,중구,4,16,3,멋쟁이마을,0.00E+00, ,0.00E+00,2,1,53,8,30,6,9,1,공원녹지과,2,0,2010. 방패벌레 수간주사 및 흰불나방 지상방제,0.00E+00,2-금호동길-가-0053,0.00E+00,1,금호동길,0.00E+00,6,양버즘나무,127.0173292,37.5597283
1109,중구,8,5,2,벽산,0.00E+00, ,0.00E+00,2,2,56,8,18,9,4,0,공원녹지과,2,0,2010. 진딧물 방제,0.00E+00,2-후암동길-가-0056,0.00E+00,1,후암동길,0.00E+00,3,느티나무,126.9739449,37.5538172
1110,중구,8,9,1,흥국빌딩,0.00E+00, ,0.00E+00,2,2,221,8,25,12,6,0,공원녹지과,2,0, ,0.00E+00,2-소파길-가-0221,0.00E+00,1,소파길,0.00E+00,6,은행나무,126.9923644,37.5579637
1111,중구,8,9,2,남정빌딩,0.00E+00, ,0.00E+00,2,2,110,8,18,12,7,0,공원녹지과,2,0, ,0.00E+00,2-소월길-가-0110,0.00E+00,1,소월길,0.00E+00,3,은행나무,126.9760571,37.5588258
1112,중구,6,5,3,약수사거리,0.00E+00, ,0.00E+00,2,2,47,8,11,6,3,0,공원녹지과,2,0,2010. 진딧물 및 흰불나방 방제,0.00E+00,2-동호로-가-0047,0.00E+00,1,동호로,0.00E+00,3,왕벚나무,127.0118523,37.5547037
1113,중구,8,17,2,남산,0.00E+00, ,0.00E+00,2,2,82,6,32,9,10,0,공원녹지과,2,0, ,0.00E+00,2-소파길-가-0082,0.00E+00,1,소파길,0.00E+00,9,은행나무,126.9831119,37.5546172
1114,중구,8,16,1,소피텔엠버서더,0.00E+00, ,0.00E+00,2,2,316,8,23,12,9,0,공원녹지과,2,0, ,0.00E+00,2-훈련원로-가-0318,0.00E+00,1,훈련원로,0.00E+00,6,은행나무,127.0025484,37.561207
1115,중구,6,6,3,약수사거리,0.00E+00, ,0.00E+00,2,2,57,8,11,6,3,0,공원녹지과,2,0,2010. 진딧물 및 흰불나방 방제,0.00E+00,2-동호로-가-0057,0.00E+00,1,동호로,0.00E+00,3,왕벚나무,127.0116571,37.5543836
1116,중구,4,3.5,1,영한빌딩,0.00E+00, ,1400,2,2,1,8,12,12,3,0,공원녹지과,2,0, ,0.00E+00,2-수표다릿길-가-0012,0.00E+00,1,수표다릿길,0.00E+00,0.00E+00,이팝나무,126.9904794,37.5622225
1117,중구,4,3.5,1,금용빌딩,0.00E+00, ,1400,2,2,1,8,12,12,3,0,공원녹지과,2,0, ,0.00E+00,2-수표다릿길-가-0019,0.00E+00,1,수표다릿길,0.00E+00,0.00E+00,이팝나무,126.9903701,37.5630341
1118,중구,4,3.5,1, ,0.00E+00, ,1400,2,2,1,8,12,12,3,0,공원녹지과,2,0, ,0.00E+00,2-수표다릿길-가-0058,0.00E+00,1,수표다릿길,0.00E+00,0.00E+00,이팝나무,126.9897874,37.5664354
1119,중구,4,3.5,1, ,0.00E+00, ,1400,2,2,1,8,12,12,3,0,공원녹지과,2,0, ,0.00E+00,2-수표다릿길-가-000124,0.00E+00,1,수표다릿길,0.00E+00,0.00E+00,이팝나무,126.9900121,37.5645147
1120,중구,4,3.5,1, ,0.00E+00, ,1400,2,2,1,8,12,12,3,0,공원녹지과,2,0, ,0.00E+00,2-수표다릿길-가-000127,0.00E+00,1,수표다릿길,0.00E+00,0.00E+00,이팝나무,126.9900476,37.5643286
1121,중구,4,3.5,1, ,0.00E+00, ,1400,2,2,1,8,12,12,3,0,공원녹지과,2,0, ,0.00E+00,2-수표다릿길-가-000150,0.00E+00,1,수표다릿길,0.00E+00,0.00E+00,이팝나무,126.990367,37.5622178
1122,중구,8,25,1,상공회의소,0.00E+00, ,0.00E+00,2,2,231,8,30,12,24,0,공원녹지과,2,0, ,0.00E+00,2-태평로-가-0231,0.00E+00,1,태평로,0.00E+00,6,은행나무,126.9768447,37.5668348
1123,중구,8,14,1,서울시청,0.00E+00, ,0.00E+00,2,2,150,8,35,12,8,0,공원녹지과,2,0, ,0.00E+00,2-태평로-가-0150,0.00E+00,1,태평로,0.00E+00,9,은행나무,126.9773396,37.5673465
1124,중구,8,14,1,국립의료원,0.00E+00, ,0.00E+00,2,2,81,8,28,12,10,0,공원녹지과,2,0, ,0.00E+00,2-을지로-가-0081,0.00E+00,1,을지로,0.00E+00,6,은행나무,127.0048676,37.5674334
1125,중구,8,11,2,영원무역,0.00E+00, ,0.00E+00,2,1,69,8,8,9,7,0,공원녹지과,2,0, ,0.00E+00,2-만리재길-가-0069,0.00E+00,1,만리재길,0.00E+00,3,은행나무,126.9642983,37.5532151
1126,중구,8,15,1,코스코스프라자,0.00E+00, ,0.00E+00,2,2,12,8,26,12,21,0,공원녹지과,2,0,2010. 진딧물 방제,0.00E+00,2-명동길-가-0012,0.00E+00,1,명동길,0.00E+00,6,느티나무,126.9828581,37.563597
1127,중구,4,3.5,2, ,0.00E+00, ,1150,2,2,1,8,12,9,3,0,공원녹지과,0.00E+00,0, ,0.00E+00,2-돈화문로-가-000126,0.00E+00,1,돈화문로,0.00E+00,6,이팝나무,126.9928844,37.5637959
1128,중구,4,3.5,2,제일은행,0.00E+00, ,1150,2,2,1,8,12,9,3,0,공원녹지과,0.00E+00,0, ,0.00E+00,2-돈화문로-가-000152,0.00E+00,1,돈화문로,0.00E+00,6,이팝나무,126.9931023,37.5619243
1129,중구,8,10,2,영원무역,0.00E+00, ,0.00E+00,2,1,89,8,26,9,8,0,공원녹지과,2,0, ,0.00E+00,2-만리재길-가-0089,0.00E+00,1,만리재길,0.00E+00,6,은행나무,126.9628885,37.5519883
1130,중구,4,3.5,2,제일은행,0.00E+00, ,1150,2,2,1,8,12,9,3,0,공원녹지과,0.00E+00,0, ,0.00E+00,2-돈화문로-가-000155,0.00E+00,1,돈화문로,0.00E+00,6,이팝나무,126.9931232,37.5617241
1131,중구,4,3.5,2, ,0.00E+00, ,1150,2,2,1,8,12,9,3,0,공원녹지과,0.00E+00,0, ,0.00E+00,2-돈화문로-가-000148,0.00E+00,1,돈화문로,0.00E+00,6,이팝나무,126.9930694,37.562196
1132,중구,4,3.5,1, ,0.00E+00, ,1400,2,2,1,8,12,12,3,0,공원녹지과,2,0, ,0.00E+00,2-수표다릿길-가-0017,0.00E+00,1,수표다릿길,0.00E+00,0.00E+00,이팝나무,126.9904145,37.562711
1133,중구,4,3.5,1,쌍용빌딩,0.00E+00, ,1400,2,2,1,8,12,12,3,0,공원녹지과,2,0, ,0.00E+00,2-수표다릿길-가-0031,0.00E+00,1,수표다릿길,0.00E+00,0.00E+00,이팝나무,126.9901986,37.5640835
1134,중구,4,3.5,1, ,0.00E+00, ,1400,2,2,1,8,12,12,3,0,공원녹지과,2,0, ,0.00E+00,2-수표다릿길-가-0045,0.00E+00,1,수표다릿길,0.00E+00,0.00E+00,이팝나무,126.9899678,37.56525
1135,중구,4,3.5,1, ,0.00E+00, ,1400,2,2,1,8,12,12,3,0,공원녹지과,2,0, ,0.00E+00,2-수표다릿길-가-0049,0.00E+00,1,수표다릿길,0.00E+00,0.00E+00,이팝나무,126.9899205,37.5654951
1136,중구,4,3.5,1, ,0.00E+00, ,1400,2,2,1,8,12,12,3,0,공원녹지과,2,0, ,0.00E+00,2-수표다릿길-가-0060,0.00E+00,1,수표다릿길,0.00E+00,0.00E+00,이팝나무,126.9897667,37.5665579
1137,중구,4,3.5,1,수표약국,0.00E+00, ,1400,2,2,1,8,12,12,3,0,공원녹지과,2,0, ,0.00E+00,2-수표다릿길-가-00064,0.00E+00,1,수표다릿길,0.00E+00,0.00E+00,이팝나무,126.9897253,37.5668925
