고유번호,구명,품계수종,수고,관리등급,위치,환경영향,전정,도로길이,구번호,전선유무,순번,품계활력,흉고지름,품계위치,수관너비,현존유무,관리기관,피해정도,주변토지사용상태,방재,관리방안,수목고유번호,차선수,보호덮개,가로명,가치등급,품계흉고,수목명,경도,위도
114,중구,4,10,1, ,0.00E+00, ,0.00E+00,2,1,122,8,25,9,5,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-배오개길-가-0122,0.00E+00,1,배오개길,0.00E+00,12,소나무,126.9983663,37.5627216
3,중구,6,6,3,약수사거리,0.00E+00, ,0.00E+00,2,2,35,8,12,6,6,0,공원녹지과,2,0,2010. 진딧물 및 흰불나방 방제,0.00E+00,2-동호로-가-0035,0.00E+00,1,동호로,0.00E+00,3,왕벚나무,127.0118644,37.5544853
4,중구,6,5,3,서울지방국토관리청,0.00E+00, ,0.00E+00,2,2,159,6,10,6,2,0,공원녹지과,2,0, ,0.00E+00,2-덕수궁길-가-0159,0.00E+00,1,덕수궁길,0.00E+00,3,상수리나무,126.9700888,37.5671674
5,중구,8,15,2,경찰서,0.00E+00, ,0.00E+00,2,2,55,8,20,9,8,0,공원녹지과,2,0, ,0.00E+00,2-마장로-가-0055,0.00E+00,1,마장로,0.00E+00,3,은행나무,127.0156364,37.5681093
2,중구,8,14,1,한화빌딩,0.00E+00, ,0.00E+00,2,2,16,8,30,12,8,0,공원녹지과,2,0, ,0.00E+00,2-을지로-가-0523,0.00E+00,2,태평로1가로,0.00E+00,6,은행나무,126.9858492,37.5675386
6,중구,4,16,1,성동공고,0.00E+00, ,0.00E+00,2,1,41,8,42,12,6,0,공원녹지과,2,0, ,0.00E+00,2-마장로-가-0041,0.00E+00,1,마장로,0.00E+00,12,은행나무,127.0174887,37.568232
7,중구,8,8,1,두산타워,0.00E+00, ,0.00E+00,2,2,13,8,24,12,5,0,공원녹지과,2,0, ,0.00E+00,2-홍인문로-가-0010,0.00E+00,1,홍인문로,0.00E+00,6,은행나무,127.0092671,37.5684911
8,중구,8,32,1,효령빌딩,0.00E+00, ,0.00E+00,2,2,31,8,45,9,15,0,공원녹지과,2,0, ,0.00E+00,2-무교동길-가-0031,0.00E+00,1,무교동길,0.00E+00,12,은행나무,126.9793348,37.5680011
9,중구,8,12,1,부산은행,0.00E+00, ,0.00E+00,2,2,295,8,31,12,7,0,공원녹지과,2,0, ,0.00E+00,2-을지로-가-0295,0.00E+00,1,을지로,0.00E+00,9,은행나무,126.9795153,37.5661233
10,중구,8,11,2,국립의료원,0.00E+00, ,0.00E+00,2,2,89,8,20,12,4,0,공원녹지과,2,0, ,0.00E+00,2-을지로-가-0089,0.00E+00,1,을지로,0.00E+00,3,은행나무,127.004568,37.5670578
11,중구,8,15,2,기업은행,0.00E+00, ,0.00E+00,2,2,200,8,18,12,7,0,공원녹지과,2,0, ,0.00E+00,2-을지로-가-0200,0.00E+00,1,을지로,0.00E+00,3,은행나무,126.9868198,37.5662307
12,중구,8,22,3,오장동함흥냉면,0.00E+00, ,0.00E+00,2,2,260,6,19,6,16,0,공원녹지과,1,0, ,0.00E+00,2-마른내길-가-0260,0.00E+00,1,마른내길,0.00E+00,3,은행나무,126.9995761,37.5643877
13,중구,4,9,3,영미상가,0.00E+00, ,0.00E+00,2,2,3,8,30,6,7,0,공원녹지과,2,0, ,0.00E+00,2-마장로-가-0003,0.00E+00,1,마장로,0.00E+00,6,은행나무,127.0229875,37.5680405
14,중구,4,27,1,서울역,0.00E+00, ,0.00E+00,2,2,22,8,60,12,14,0,공원녹지과,2,0,2010. 방패벌레 수간주사 및 흰불나방 지상방제,0.00E+00,2-청파로-가-0044,0.00E+00,2,청파로,0.00E+00,12,양버즘나무,126.9695137,37.5579893
15,중구,8,17,1,신성당약국,0.00E+00, ,0.00E+00,2,2,331,8,30,12,9,0,공원녹지과,2,0, ,0.00E+00,2-퇴계로-가-0331,0.00E+00,1,퇴계로,0.00E+00,6,은행나무,126.9804395,37.559468
16,중구,8,16,1,한국은행,0.00E+00, ,0.00E+00,2,2,7,8,33,12,8,0,공원녹지과,2,0, ,0.00E+00,2-태평로-가-0007,0.00E+00,1,태평로,0.00E+00,9,은행나무,126.9761075,37.561158
17,중구,8,19,1,신남문빌딩,0.00E+00, ,0.00E+00,2,2,43,8,30,12,9,0,공원녹지과,2,0, ,0.00E+00,2-남대문로-가-0043,0.00E+00,1,남대문로,0.00E+00,6,은행나무,126.9748271,37.5592511
18,중구,8,15,2,대경빌딩,0.00E+00, ,0.00E+00,2,2,422,8,30,6,10,0,공원녹지과,2,0, ,0.00E+00,2-태평로-가-0427,0.00E+00,1,태평로,0.00E+00,6,은행나무,126.9741821,37.5608444
19,중구,4,27,1,계상양국,0.00E+00, ,0.00E+00,2,2,97,8,41,12,16,0,공원녹지과,2,0,2010. 방패벌레 수간주사 및 흰불나방 지상방제,0.00E+00,2-삼일로-가-0098,0.00E+00,1,삼일로,0.00E+00,12,양버즘나무,126.9887679,37.5620501
20,중구,8,17,1,서울역,0.00E+00, ,0.00E+00,2,2,16,8,35,12,9,0,공원녹지과,2,0, ,0.00E+00,2-의주로-가-0016,0.00E+00,1,의주로,0.00E+00,9,은행나무,126.9718285,37.5586546
21,중구,8,19,2,보영약국,0.00E+00, ,0.00E+00,2,2,201,8,14,12,14,0,공원녹지과,2,0, ,0.00E+00,2-훈련원로-가-0201,0.00E+00,1,훈련원로,0.00E+00,3,은행나무,127.002253,37.5690091
22,중구,8,13,2,장충체육관,0.00E+00, ,0.00E+00,2,2,161,8,17,9,7,0,공원녹지과,2,0, ,0.00E+00,2-동호로-가-0161,0.00E+00,1,동호로,0.00E+00,3,은행나무,127.0089695,37.5568534
23,중구,8,13,2,약수약국,0.00E+00, ,0.00E+00,2,2,197,8,28,9,6,0,공원녹지과,2,0, ,0.00E+00,2-금호동길-가-0197,0.00E+00,1,금호동길,0.00E+00,6,은행나무,127.0134697,37.5603091
24,중구,8,10,1,마포로5구역,0.00E+00, ,0.00E+00,2,2,122,8,20,12,5,0,공원녹지과,1,0, ,0.00E+00,2-서소문로-가-0124,0.00E+00,1,서소문로,0.00E+00,6,소나무,126.9665858,37.5608514
25,중구,8,14,1,자유웨딩홀,0.00E+00, ,0.00E+00,2,1,116,8,35,9,10,0,공원녹지과,2,0, ,0.00E+00,2-장춘단길-가-0125,0.00E+00,1,장춘단길,0.00E+00,9,은행나무,127.0018767,37.5523842
26,중구,8,11,2,광화문파출소,0.00E+00, ,0.00E+00,2,2,194,8,24,6,5,0,공원녹지과,2,0,2010. 진딧물 방제,0.00E+00,2-태평로-가-0194,0.00E+00,1,태평로,0.00E+00,6,느티나무,126.9760083,37.5688302
27,중구,6,6,3,희래정,0.00E+00, ,0.00E+00,2,2,151,8,10,6,3,0,공원녹지과,2,0, ,0.00E+00,2-덕수궁길-가-0151,0.00E+00,1,덕수궁길,0.00E+00,0.00E+00,상수리나무,126.9698474,37.5674248
28,중구,8,5,2,덕수궁돌담길,0.00E+00, ,0.00E+00,2,2,23,8,16,6,4,0,공원녹지과,2,0,2010. 진딧물 방제,0.00E+00,2-덕수궁길-가-0023,0.00E+00,1,덕수궁길,0.00E+00,3,느티나무,126.9749229,37.5648992
29,중구,8,35,1,장안빌딩,0.00E+00, ,0.00E+00,2,2,52,8,45,12,10,0,공원녹지과,2,0, ,0.00E+00,2-서소문로-가-0053,0.00E+00,1,서소문로,0.00E+00,12,은행나무,126.9719439,37.5626871
30,중구,8,18,2,길도빌딩,0.00E+00, ,0.00E+00,2,2,141,8,23,6,12,0,공원녹지과,2,0, ,0.00E+00,2-덕수궁길-가-0141,0.00E+00,1,덕수궁길,0.00E+00,6,은행나무,126.9696073,37.5677686
31,중구,8,9,2,국립의료원,0.00E+00, ,0.00E+00,2,2,83,8,14,12,6,0,공원녹지과,2,0, ,0.00E+00,2-을지로-가-0083,0.00E+00,1,을지로,0.00E+00,3,은행나무,127.004642,37.567251
32,중구,8,14,1,서울역,0.00E+00, ,0.00E+00,2,2,205,8,27,12,8,0,공원녹지과,2,0, ,0.00E+00,2-의주로-가-0205,0.00E+00,1,의주로,0.00E+00,6,은행나무,126.9697968,37.5615953
33,중구,8,11,1,서울역,0.00E+00, ,0.00E+00,2,2,194,8,30,12,7,0,공원녹지과,2,0, ,0.00E+00,2-의주로-가-0194,0.00E+00,1,의주로,0.00E+00,6,은행나무,126.9703649,37.5608047
34,중구,8,8,2,보영약국,0.00E+00, ,0.00E+00,2,1,9,8,18,6,4,0,공원녹지과,2,0, ,0.00E+00,2-마른내길-가-0009,0.00E+00,2,마른내길,0.00E+00,3,은행나무,127.0060975,37.5646338
35,중구,8,8,2, ,0.00E+00, ,0.00E+00,2,2,197,8,15,9,6,0,공원녹지과,2,0,2010. 진딧물 방제,0.00E+00,2-동호로-가-0238,0.00E+00,1,동호로,0.00E+00,6,느티나무,127.0127913,37.5519854
36,중구,8,8,1,중림주차장,0.00E+00, ,0.00E+00,2,2,90,8,30,12,6,0,공원녹지과,2,0, ,0.00E+00,2-서소문로-가-0091,0.00E+00,1,서소문로,0.00E+00,6,은행나무,126.9640644,37.5593802
37,중구,8,13,1,서소문공원,0.00E+00, ,0.00E+00,2,2,40,8,25,12,6,0,공원녹지과,2,0, ,0.00E+00,2-칠패길-가-0040,0.00E+00,1,칠패길,0.00E+00,6,은행나무,126.9699941,37.5596084
38,중구,8,15,2,남산빌딩,0.00E+00, ,0.00E+00,2,2,9,8,25,9,8,0,공원녹지과,2,0, ,0.00E+00,2-소파길-가-0009,0.00E+00,1,소파길,0.00E+00,6,은행나무,126.9875547,37.5593111
39,중구,8,18,1,검도용품,0.00E+00, ,0.00E+00,2,2,73,8,30,12,9,0,공원녹지과,2,0, ,0.00E+00,2-홍인문로-가-0068,0.00E+00,1,홍인문로,0.00E+00,6,은행나무,127.0068938,37.5635579
40,중구,8,9,2,남대문빌딩,0.00E+00, ,0.00E+00,2,2,17,8,28,9,14,0,공원녹지과,2,0,2010. 진딧물 방제,0.00E+00,2-칠패길-가-0017,0.00E+00,1,칠패길,0.00E+00,6,느티나무,126.9734035,37.559876
41,중구,8,6,2,덕수궁돌담길,0.00E+00, ,0.00E+00,2,2,5,8,14,6,5,0,공원녹지과,2,0,2010. 진딧물 방제,0.00E+00,2-덕수궁길-가-0005,0.00E+00,1,덕수궁길,0.00E+00,3,느티나무,126.9760429,37.564975
42,중구,8,18,2,서울지방국토관리청,0.00E+00, ,0.00E+00,2,2,168,8,25,6,15,0,공원녹지과,2,0, ,0.00E+00,2-덕수궁길-가-0168,0.00E+00,1,덕수궁길,0.00E+00,6,은행나무,126.970506,37.5667638
43,중구,8,10,1,마포로5구역,0.00E+00, ,0.00E+00,2,2,128,8,20,12,5,0,공원녹지과,1,0, ,0.00E+00,2-서소문로-가-0128,0.00E+00,1,서소문로,0.00E+00,6,소나무,126.9668346,37.5610158
44,중구,4,3.5,2, ,0.00E+00, ,1150,2,2,1,8,12,9,3,0,공원녹지과,0.00E+00,0, ,0.00E+00,2-돈화문로-가-00038,0.00E+00,1,돈화문로,0.00E+00,6,이팝나무,126.9929986,37.5640891
45,중구,8,14,1,쌍용자동차,0.00E+00, ,0.00E+00,2,2,120,8,25,12,6,0,공원녹지과,2,0, ,0.00E+00,2-동호로-가-0120,0.00E+00,1,동호로,0.00E+00,6,은행나무,127.0080046,37.5583562
46,중구,8,14,1,남산,0.00E+00, ,0.00E+00,2,2,30,8,33,9,8,0,공원녹지과,2,0, ,0.00E+00,2-소월길-가-0030,0.00E+00,1,소월길,0.00E+00,9,은행나무,126.9778976,37.5548072
47,중구,4,3.5,2, ,0.00E+00, ,1150,2,2,1,8,12,9,3,0,공원녹지과,0.00E+00,0, ,0.00E+00,2-돈화문로-가-000137,0.00E+00,1,돈화문로,0.00E+00,6,이팝나무,126.9929646,37.5630374
48,중구,8,10,1,마포로5구역,0.00E+00, ,0.00E+00,2,2,129,8,20,12,5,0,공원녹지과,1,0, ,0.00E+00,2-서소문로-가-0129,0.00E+00,1,서소문로,0.00E+00,6,소나무,126.9668928,37.5610496
49,중구,4,3.5,1, ,0.00E+00, ,1400,2,2,1,8,12,12,3,0,공원녹지과,2,0, ,0.00E+00,2-수표다릿길-가-00075,0.00E+00,1,수표다릿길,0.00E+00,0.00E+00,이팝나무,126.9896592,37.5676238
50,중구,8,17,2,오장동함흥냉면,0.00E+00, ,0.00E+00,2,1,242,6,41,6,8,0,공원녹지과,2,0, ,0.00E+00,2-마른내길-가-0242,0.00E+00,1,마른내길,0.00E+00,12,은행나무,126.9969661,37.5642207
51,중구,8,8,2, ,0.00E+00, ,0.00E+00,2,2,197,8,15,9,6,0,공원녹지과,2,0,2010. 진딧물 방제,0.00E+00,2-동호로-가-0202,0.00E+00,1,동호로,0.00E+00,6,느티나무,127.0121429,37.552266
52,중구,8,10,1,마포로5구역,0.00E+00, ,0.00E+00,2,2,125,8,20,12,5,0,공원녹지과,1,0, ,0.00E+00,2-서소문로-가-0125,0.00E+00,1,서소문로,0.00E+00,6,소나무,126.9666334,37.5608851
53,중구,8,18,2,대경빌딩,0.00E+00, ,0.00E+00,2,2,419,8,30,6,12,0,공원녹지과,2,0, ,0.00E+00,2-태평로-가-0424,0.00E+00,1,태평로,0.00E+00,6,은행나무,126.9738979,37.5609996
54,중구,8,16,2,오장동함흥냉면,0.00E+00, ,0.00E+00,2,1,254,8,31,6,7,0,공원녹지과,2,0, ,0.00E+00,2-마른내길-가-0254,0.00E+00,1,마른내길,0.00E+00,9,은행나무,126.9989559,37.5643428
55,중구,8,16,2,정동교회,0.00E+00, ,0.00E+00,2,2,201,8,24,6,8,0,공원녹지과,2,0, ,0.00E+00,2-덕수궁길-가-0200-1,0.00E+00,1,덕수궁길,0.00E+00,6,은행나무,126.9724155,37.565787
56,중구,8,9,2,파출소,0.00E+00, ,0.00E+00,2,2,276,8,20,12,5,0,공원녹지과,2,0, ,0.00E+00,2-태평로-가-0276,0.00E+00,1,태평로,0.00E+00,3,은행나무,126.9769248,37.5664779
57,중구,8,14,1,힐튼호텔,0.00E+00, ,0.00E+00,2,2,6,8,31,9,8,0,공원녹지과,2,0, ,0.00E+00,2-소월길-가-0006,0.00E+00,1,소월길,0.00E+00,9,은행나무,126.9790011,37.5534498
58,중구,8,17,2,동아빌딩,0.00E+00, ,0.00E+00,2,2,202,8,28,6,10,0,공원녹지과,2,0, ,0.00E+00,2-청계천로-가-0202,0.00E+00,1,청계천로,0.00E+00,6,은행나무,126.9810637,37.5686366
59,중구,8,12,2,삼성APT,0.00E+00, ,0.00E+00,2,1,225,8,25,6,5,0,공원녹지과,2,0, ,0.00E+00,2-금호동길-가-0225,0.00E+00,1,금호동길,0.00E+00,6,은행나무,127.0168161,37.5593047
60,중구,8,14,2,훼미리마트,0.00E+00, ,0.00E+00,2,2,79,8,33,6,6,0,공원녹지과,2,0, ,0.00E+00,2-금호동길-가-0079,0.00E+00,1,금호동길,0.00E+00,9,은행나무,127.0134569,37.5604109
61,중구,4,6,1,시대상사,0.00E+00, ,0.00E+00,2,2,43,8,20,12,6,0,공원녹지과,2,0,2010. 진딧물 방제,0.00E+00,2-청계천로-가-0082,0.00E+00,1,청계천로,0.00E+00,12,느티나무,126.9936881,37.5682866
62,중구,4,30,1,덕수궁(태평로),0.00E+00, ,0.00E+00,2,2,251,8,35,12,12,0,공원녹지과,2,0,2010. 방패벌레 수간주사 및 흰불나방 지상방제,0.00E+00,2-태평로-가-0251,0.00E+00,1,태평로,0.00E+00,9,양버즘나무,126.9768756,37.5656688
63,중구,8,19,2,광화문파출소,0.00E+00, ,0.00E+00,2,2,196,8,22,9,8,0,공원녹지과,2,0, ,0.00E+00,2-태평로-가-0196,0.00E+00,1,태평로,0.00E+00,6,은행나무,126.9763274,37.5690159
64,중구,8,17,3,서울특별시별관,0.00E+00, ,0.00E+00,2,2,248,8,20,3,18,0,공원녹지과,2,0, ,0.00E+00,2-덕수궁길-가-0244,0.00E+00,1,덕수궁길,0.00E+00,3,은행나무,126.9737959,37.5648063
65,중구,8,12,2,교보생명,0.00E+00, ,0.00E+00,2,2,153,8,25,6,8,0,공원녹지과,2,0, ,0.00E+00,2-덕수궁길-가-0153,0.00E+00,1,덕수궁길,0.00E+00,6,은행나무,126.9699026,37.5673381
66,중구,8,6,1,조흥은행,0.00E+00, ,0.00E+00,2,2,175,8,12,12,4,0,공원녹지과,2,0, ,0.00E+00,2-태평로-가-0175,0.00E+00,1,태평로,0.00E+00,6,이팝나무,126.9774905,37.5689982
67,중구,8,30,2,효령빌딩,0.00E+00, ,0.00E+00,2,2,32,8,30,9,15,0,공원녹지과,2,0, ,0.00E+00,2-무교동길-가-0032,0.00E+00,1,무교동길,0.00E+00,6,은행나무,126.9793346,37.5680982
68,중구,8,16,1,디오센터,0.00E+00, ,0.00E+00,2,2,116,8,35,12,8,0,공원녹지과,2,0, ,0.00E+00,2-서소문로-가-0118,0.00E+00,1,서소문로,0.00E+00,9,은행나무,126.966292,37.5606694
69,중구,8,8,1,남대문시장,0.00E+00, ,0.00E+00,2,2,267,8,27,12,8,0,공원녹지과,1,0, ,0.00E+00,2-퇴계로-가-0267,0.00E+00,1,퇴계로,0.00E+00,6,은행나무,126.9766452,37.5576902
70,중구,8,15,2,남산육교,0.00E+00, ,0.00E+00,2,2,130,6,30,9,12,0,공원녹지과,2,0, ,0.00E+00,2-소월길-가-0130,0.00E+00,1,소월길,0.00E+00,6,은행나무,126.9763381,37.5571766
71,중구,8,14,2,광신교효,0.00E+00, ,0.00E+00,2,2,336,8,17,12,6,0,공원녹지과,2,0, ,0.00E+00,2-훈련원로-가-0338,0.00E+00,1,훈련원로,0.00E+00,3,은행나무,127.0025815,37.5617825
72,중구,4,3.5,2, ,0.00E+00, ,1150,2,2,1,8,12,9,3,0,공원녹지과,0.00E+00,0, ,0.00E+00,2-돈화문로-가-000119,0.00E+00,1,돈화문로,0.00E+00,6,이팝나무,126.9927928,37.5645302
73,중구,8,23,1,중구청,0.00E+00, ,0.00E+00,2,2,47,8,32,9,16,0,공원녹지과,2,0, ,0.00E+00,2-배오개길-가-0047,0.00E+00,1,배오개길,0.00E+00,9,은행나무,126.9983218,37.5657664
74,중구,8,17,2,남대문빌딩,0.00E+00, ,0.00E+00,2,2,27,8,30,9,10,0,공원녹지과,2,0, ,0.00E+00,2-의주로-가-0027,0.00E+00,1,의주로,0.00E+00,6,은행나무,126.9713739,37.5599536
75,중구,8,13,1,서울역,0.00E+00, ,0.00E+00,2,2,179,8,31,12,7,0,공원녹지과,1,0, ,0.00E+00,2-의주로-가-0179,0.00E+00,1,의주로,0.00E+00,9,은행나무,126.9712569,37.5588007
76,중구,8,5,2,광희초등학교,0.00E+00, ,0.00E+00,2,2,306,8,18,12,3,0,공원녹지과,0.00E+00,0,2010. 진딧물 방제,0.00E+00,2-다산로-가-0312,0.00E+00,1,다산로,0.00E+00,3,느티나무,127.0160027,37.5655054
77,중구,4,3.5,2, ,0.00E+00, ,1150,2,2,1,8,12,9,3,0,공원녹지과,0.00E+00,0, ,0.00E+00,2-돈화문로-가-00051,0.00E+00,1,돈화문로,0.00E+00,6,이팝나무,126.9928626,37.5651833
78,중구,4,3.5,2, ,0.00E+00, ,1150,2,2,1,8,12,9,3,0,공원녹지과,0.00E+00,0, ,0.00E+00,2-돈화문로-가-00077,0.00E+00,1,돈화문로,0.00E+00,6,이팝나무,126.9925332,37.5680455
79,중구,8,8,1,삼각동,0.00E+00, ,0.00E+00,2,2,149,8,15,12,6,0,공원녹지과,2,0,2010. 진딧물 및 흰불나방 등 지상방제,0.00E+00,2-청계천로-가-0152,0.00E+00,1,청계천로,0.00E+00,6,회화나무,126.9846535,37.5683812
80,중구,8,10,1,신한은행,0.00E+00, ,0.00E+00,2,2,400,8,25,12,5,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-태평로-가-0400,0.00E+00,1,태평로,0.00E+00,6,소나무,126.9747953,37.560752
81,중구,8,7,2,삼성APT,0.00E+00, ,0.00E+00,2,2,241,8,17,6,5,0,공원녹지과,2,0, ,0.00E+00,2-금호동길-가-0241,0.00E+00,1,금호동길,0.00E+00,3,은행나무,127.016898,37.5588601
82,중구,8,24,2,부림빌딩,0.00E+00, ,0.00E+00,2,2,236,8,24,9,12,0,공원녹지과,2,0, ,0.00E+00,2-을지로-가-0236,0.00E+00,1,을지로,0.00E+00,6,은행나무,126.9800708,37.5668568
83,중구,4,10,2,포스코,0.00E+00, ,0.00E+00,2,2,34,8,25,9,5,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-칠패길-가-0034,0.00E+00,1,칠패길,0.00E+00,9,소나무,126.9718204,37.5596809
84,중구,8,12,2,예원학교,0.00E+00, ,0.00E+00,2,2,92,8,28,6,7,0,공원녹지과,2,0, ,0.00E+00,2-덕수궁길-가-0091,0.00E+00,1,덕수궁길,0.00E+00,6,은행나무,126.9717614,37.5662615
85,중구,8,15,2,신아일보,0.00E+00, ,0.00E+00,2,2,87,8,25,6,8,0,공원녹지과,2,0, ,0.00E+00,2-덕수궁길-가-0086,0.00E+00,1,덕수궁길,0.00E+00,6,은행나무,126.9719974,37.5661372
86,중구,8,30,1,파출소,0.00E+00, ,0.00E+00,2,2,235,8,35,12,14,0,공원녹지과,2,0, ,0.00E+00,2-태평로-가-0235,0.00E+00,1,태평로,0.00E+00,9,은행나무,126.9768372,37.5665327
87,중구,8,16,1,부산은행,0.00E+00, ,0.00E+00,2,2,293,8,30,12,6,0,공원녹지과,2,0, ,0.00E+00,2-을지로-가-0293,0.00E+00,1,을지로,0.00E+00,6,은행나무,126.9797803,37.5661256
88,중구,8,14,1,상동교회,0.00E+00, ,0.00E+00,2,2,99,8,30,12,5,0,공원녹지과,2,0, ,0.00E+00,2-남대문로-가-099,0.00E+00,1,남대문로,0.00E+00,6,은행나무,126.9791805,37.5611192
89,중구,4,12,1, ,0.00E+00, ,0.00E+00,2,1,96,8,15,9,8,0,공원녹지과,2,0, ,0.00E+00,2-배오개길-가-0096,0.00E+00,1,배오개길,0.00E+00,12,은행나무,126.9981316,37.5655328
90,중구,8,28,1,삼성전자입구,0.00E+00, ,0.00E+00,2,2,131,8,32,12,14,0,공원녹지과,2,0, ,0.00E+00,2-훈련원로-가-0131,0.00E+00,1,훈련원로,0.00E+00,9,은행나무,127.003013,37.5630989
91,중구,8,10,1,마포로5구역,0.00E+00, ,0.00E+00,2,2,126,8,20,12,5,0,공원녹지과,1,0, ,0.00E+00,2-서소문로-가-0126,0.00E+00,1,서소문로,0.00E+00,6,소나무,126.9666917,37.5609315
92,중구,8,16,1,중앙일보사,0.00E+00, ,0.00E+00,2,2,158,8,31,12,10,0,공원녹지과,2,0, ,0.00E+00,2-서소문로-가-0160,0.00E+00,1,서소문로,0.00E+00,9,은행나무,126.9705889,37.5620828
93,중구,8,12,1,동대문운동장,0.00E+00, ,0.00E+00,2,2,223,8,26,12,6,0,공원녹지과,1,0, ,0.00E+00,2-홍인문로-가-0219,0.00E+00,1,홍인문로,0.00E+00,6,은행나무,127.0077121,37.5652322
94,중구,8,13,2,서울역,0.00E+00, ,0.00E+00,2,2,170,8,10,12,6,0,공원녹지과,2,0, ,0.00E+00,2-의주로-가-0170,0.00E+00,1,의주로,0.00E+00,3,은행나무,126.9714208,37.5580751
95,중구,8,8,2,동국대,0.00E+00, ,0.00E+00,2,2,1,8,15,12,6,0,공원녹지과,2,0,2010. 진딧물 및 흰불나방 등 지상방제,0.00E+00,2-장춘단길-가-0005,0.00E+00,1,장춘단길,0.00E+00,3,회화나무,127.0057488,37.5587643
96,중구,8,15,1,한빛은행,0.00E+00, ,0.00E+00,2,2,73,8,35,12,7,0,공원녹지과,2,0, ,0.00E+00,2-반포로-가-0073,0.00E+00,2,반포로,0.00E+00,9,은행나무,126.9828711,37.5582584
97,중구,8,30,1,정화측기사,0.00E+00, ,0.00E+00,2,2,169,8,40,12,12,0,공원녹지과,2,0, ,0.00E+00,2-남대문로-가-0175,0.00E+00,1,남대문로,0.00E+00,9,은행나무,126.9830198,37.5670673
98,중구,8,8,2,동국대,0.00E+00, ,0.00E+00,2,2,1,8,15,12,6,0,공원녹지과,2,0,2010. 진딧물 및 흰불나방 등 지상방제,0.00E+00,2-장춘단길-가-0066,0.00E+00,1,장춘단길,0.00E+00,3,회화나무,127.0039221,37.555457
99,중구,8,18,1,신남문빌딩,0.00E+00, ,0.00E+00,2,2,61,8,31,12,9,0,공원녹지과,2,0, ,0.00E+00,2-남대문로-가-0061,0.00E+00,1,남대문로,0.00E+00,9,은행나무,126.9750961,37.5590781
100,중구,8,10,1,마포로5구역,0.00E+00, ,0.00E+00,2,2,127,8,20,12,5,0,공원녹지과,1,0, ,0.00E+00,2-서소문로-가-0127,0.00E+00,1,서소문로,0.00E+00,6,소나무,126.9667552,37.5609736
101,중구,8,8,2, ,0.00E+00, ,0.00E+00,2,2,197,8,15,9,6,0,공원녹지과,2,0,2010. 진딧물 방제,0.00E+00,2-동호로-가-0200,0.00E+00,1,동호로,0.00E+00,6,느티나무,127.0121547,37.5524239
102,중구,8,8,2, ,0.00E+00, ,0.00E+00,2,2,197,8,15,9,6,0,공원녹지과,2,0,2010. 진딧물 방제,0.00E+00,2-동호로-가-0212,0.00E+00,1,동호로,0.00E+00,6,느티나무,127.0123063,37.5515709
103,중구,8,8,2, ,0.00E+00, ,0.00E+00,2,2,197,8,15,9,6,0,공원녹지과,2,0,2010. 진딧물 방제,0.00E+00,2-동호로-가-0225,0.00E+00,1,동호로,0.00E+00,6,느티나무,127.0122849,37.5519997
104,중구,8,16,1,중구자원재활용처리장,0.00E+00, ,0.00E+00,2,2,141,8,32,12,8,0,공원녹지과,2,0, ,0.00E+00,2-서소문로-가-0143,0.00E+00,1,서소문로,0.00E+00,9,은행나무,126.9683085,37.5615737
105,중구,8,15,2,중구자원재활용처리장,0.00E+00, ,0.00E+00,2,2,151,8,16,12,7,0,공원녹지과,2,0, ,0.00E+00,2-서소문로-가-0153,0.00E+00,1,서소문로,0.00E+00,3,은행나무,126.9694389,37.5618202
106,중구,8,18,1,부산은행,0.00E+00, ,0.00E+00,2,2,290,8,24,12,6,0,공원녹지과,2,0, ,0.00E+00,2-을지로-가-0290,0.00E+00,1,을지로,0.00E+00,6,은행나무,126.9799818,37.5661216
107,중구,8,20,1,동아빌딩,0.00E+00, ,0.00E+00,2,2,219,8,24,12,9,0,공원녹지과,2,0, ,0.00E+00,2-남대문로-가-0225,0.00E+00,1,남대문로,0.00E+00,6,은행나무,126.9815785,37.5679158
108,중구,8,18,2,동아빌딩,0.00E+00, ,0.00E+00,2,2,200,8,23,6,8,0,공원녹지과,2,0, ,0.00E+00,2-청계천로-가-0200,0.00E+00,1,청계천로,0.00E+00,6,은행나무,126.9810946,37.5684851
109,중구,4,24,1,거북이 곱창,0.00E+00, ,0.00E+00,2,2,40,8,60,9,12,0,공원녹지과,2,0,2010. 방패벌레 수간주사 및 흰불나방 지상방제,0.00E+00,2-난계로-가-0040,0.00E+00,1,난계로,0.00E+00,12,양버즘나무,127.0234319,37.5670978
110,중구,8,10,1,동대문운동장,0.00E+00, ,0.00E+00,2,2,221,8,25,12,5,0,공원녹지과,2,0, ,0.00E+00,2-홍인문로-가-0217,0.00E+00,1,홍인문로,0.00E+00,6,은행나무,127.0076687,37.565117
111,중구,8,15,1,국민은행,0.00E+00, ,0.00E+00,2,2,56,8,31,9,6,0,공원녹지과,2,0, ,0.00E+00,2-무교동길-가-0056,0.00E+00,1,무교동길,0.00E+00,9,은행나무,126.9792015,37.5685016
