고유번호,구명,품계수종,수고,관리등급,위치,구번호,전선유무,순번,품계활력,흉고지름,품계위치,수관너비,관리기관,수목고유번호,보호덮개,가로명,품계흉고,수목명,경도,위도,피해정도
4819,중구,8,5,2, ,2,1,101,8,12,6,6,공원녹지과,2-서애길-가-0101,1,서애길,3,왕벚나무,126.9957032,37.556588,0.00E+00
4820,중구,4,22,2, ,2,1,258,8,30,12,13,공원녹지과,2-소파길-가-0258,1,소파길,6,양버즘나무,126.9894885,37.5608108,2
4821,중구,4,10,2,일신빌딩,2,2,57,8,20,12,6,공원녹지과,2-왕십리길-가-0057,1,왕십리길,6,소나무,127.0153714,37.5653508,2
4822,중구,4,4,2, ,2,2,1,8,12,9,3,공원녹지과,2-돈화문로-가-000106,1,돈화문로,6,이팝나무,126.9926862,37.5653288,0.00E+00
4823,중구,8,14,2,한화빌딩,2,2,82,8,14,9,7,공원녹지과,2-태평로-가-0082,1,태평로,3,은행나무,126.9784864,37.5639115,2
4824,중구,8,16,2,기업은행,2,2,201,8,15,12,7,공원녹지과,2-을지로-가-0201,1,을지로,3,은행나무,126.986738,37.5662235,2
4825,중구,8,22,1,배재빌딩,2,2,46,8,40,12,14,공원녹지과,2-서소문로-가-0047,1,서소문로,9,은행나무,126.9724884,37.5627947,2
4826,중구,8,18,1,광신교효,2,2,67,8,43,12,13,공원녹지과,2-훈련원로-가-0067,2,훈련원로,12,은행나무,127.0030523,37.560327,2
4827,중구,8,15,1,서울시청,2,2,102,8,33,9,9,공원녹지과,2-무교동길-가-0101,1,무교동길,9,은행나무,126.9791034,37.5667714,2
4828,중구,8,22,1,효령빌딩,2,2,43,8,40,9,10,공원녹지과,2-무교동길-가-0037,1,무교동길,9,은행나무,126.9793541,37.5686684,2
4829,중구,8,14,2,OTPIA,2,1,72,8,33,6,15,공원녹지과,2-마른내길-가-0072,1,마른내길,9,은행나무,126.9970748,37.5643611,2
4830,중구,8,9,1,아이마트,2,2,180,8,21,12,4,공원녹지과,2-왕십리길-가-0181,1,왕십리길,6,은행나무,127.0227215,37.5652302,2
4831,중구,4,8,3,삼성APT,2,1,221,8,23,6,4,공원녹지과,2-금호동길-가-0221,1,금호동길,6,양버즘나무,127.0162928,37.5592842,2
5116,중구,8,11,2,영미상가,2,2,9,8,23,6,6,공원녹지과,2-마장로-가-0009,1,마장로,6,은행나무,127.0224129,37.5681293,2
5117,중구,8,15,1,삼성본관,2,2,375,8,40,9,13,공원녹지과,2-태평로-가-0380,1,태평로,9,느티나무,126.9753819,37.5619377,2
5118,중구,8,16,1,내외빌딩,2,2,219,8,24,12,8,공원녹지과,2-을지로-가-0219,1,을지로,6,은행나무,126.984171,37.5661828,2
5119,중구,8,8,1,파출소,2,2,277,8,21,12,4,공원녹지과,2-태평로-가-0277,1,태평로,6,은행나무,126.9769275,37.5664145,2
5120,중구,8,15,2,남산,2,2,33,8,30,9,10,공원녹지과,2-소월길-가-0033,1,소월길,6,은행나무,126.9785313,37.5559636,2
4858,중구,4,6,1, ,2,2,43,8,20,12,6,공원녹지과,2-청계천로-가-0033,1,청계천로,12,느티나무,127.000182,37.5691291,2
4859,중구,8,5,2,중앙일보,2,2,156,8,12,12,4,공원녹지과,2-의주로-가-0156,2,의주로,3,은행나무,126.9705257,37.5608507,2
4860,중구,8,5,2,덕수궁돌담길,2,2,25,8,14,6,3,공원녹지과,2-덕수궁길-가-0025,1,덕수궁길,3,느티나무,126.9748169,37.5648887,2
4861,중구,8,16,2,성동공고,2,2,261,8,20,12,7,공원녹지과,2-다산로-가-0268,2,다산로,3,은행나무,127.0161177,37.5688156,2
4862,중구,4,10,2,양동지구 삼성타워펠리스,2,2,42,8,25,9,5,공원녹지과,2-후암동길-가-0042,1,후암동길,6,소나무,126.9755868,37.5534969,0.00E+00
4863,중구,8,16,2,오장동함흥냉면,2,1,237,8,26,6,9,공원녹지과,2-마른내길-가-0237,1,마른내길,6,은행나무,126.9964181,37.5641888,2
4864,중구,8,12,2,광신교효,2,2,114,8,14,12,7,공원녹지과,2-훈련원로-가-0114,1,훈련원로,3,은행나무,127.0028673,37.5618079,2
4865,중구,8,9,1,중앙일보,2,2,146,8,22,12,6,공원녹지과,2-의주로-가-0146,2,의주로,6,은행나무,126.9700251,37.5615259,2
4866,중구,4,6,2,성동기계공고,2,2,77,8,15,12,6,공원녹지과,2-왕십리길-가-0083,1,왕십리길,6,회화나무,127.0118513,37.5650072,2
4867,중구,8,18,1,신남문빌딩,2,2,60,8,30,12,10,공원녹지과,2-남대문로-가-0060,1,남대문로,6,은행나무,126.9750408,37.5591027,2
4868,중구,8,9,2,남대문빌딩,2,2,16,8,29,9,14,공원녹지과,2-칠패길-가-0016,1,칠패길,6,느티나무,126.9734698,37.5598829,2
4869,중구,8,19,1,동아빌딩,2,2,213,8,30,12,8,공원녹지과,2-남대문로-가-0219,1,남대문로,6,은행나무,126.9822765,37.5680556,2
4870,중구,8,21,1,한국은행,2,2,341,8,44,12,8,공원녹지과,2-남대문로-가-0323,2,남대문로,12,은행나무,126.9782474,37.5611929,2
4871,중구,4,10,1,동대후문입구,2,2,491,8,25,12,5,공원녹지과,2-퇴계로-가-0491,1,퇴계로,9,소나무,127.0014181,37.5627907,0.00E+00
4872,중구,8,24,2,소머리국밥집,2,2,275,8,29,6,10,공원녹지과,2-마른내길-가-0275,1,마른내길,6,은행나무,127.0010363,37.5644748,2
4873,중구,8,23,1,신한은행,2,2,4,8,32,12,9,공원녹지과,2-서소문로-가-0004,1,서소문로,9,은행나무,126.9763211,37.5640521,2
4874,중구,8,17,2,남산육교,2,2,76,8,26,9,9,공원녹지과,2-소월길-가-0076,1,소월길,6,은행나무,126.9765763,37.5567962,2
4875,중구,8,16,2,창신비니루,2,2,258,8,20,12,8,공원녹지과,2-훈련원로-가-0260,1,훈련원로,3,은행나무,127.0023022,37.5643337,2
4876,중구,4,6,1, ,2,2,43,8,20,12,6,공원녹지과,2-청계천로-가-0046,1,청계천로,12,느티나무,126.9998265,37.5690558,2
5161,중구,8,16,1,파라다이스,2,2,47,8,25,12,8,공원녹지과,2-훈련원로-가-0047,2,훈련원로,6,은행나무,127.0030546,37.5594506,2
5162,중구,4,10,1, ,2,2,71,8,25,12,5,공원녹지과,2-퇴계로-가-0071,1,퇴계로,12,소나무,127.0021958,37.5634044,0.00E+00
5163,중구,4,10,1, ,2,2,70,8,25,12,5,공원녹지과,2-퇴계로-가-0070,1,퇴계로,12,소나무,127.0022389,37.5634587,0.00E+00
4950,중구,8,24,1,수도밧데리,2,2,162,8,30,12,11,공원녹지과,2-훈련원로-가-0162,1,훈련원로,6,은행나무,127.0025574,37.5656676,2
4951,중구,8,16,2,성동기계공고,2,2,27,8,30,9,8,공원녹지과,2-청계천로-가-0031,1,청계천로,6,은행나무,127.0161214,37.569548,2
4952,중구,8,8,2,PJ호텔,2,1,10,8,20,6,5,공원녹지과,2-마른내길-가-10,1,마른내길,9,소나무,126.9955418,37.5643568,0.00E+00
4953,중구,8,14,2,혜양헬리시움,2,1,110,8,25,9,7,공원녹지과,2-마장로-가-0110,1,마장로,6,은행나무,127.0123949,37.5685888,2
4954,중구,8,10,2,흥인덕운재개발 현장,2,2,153,8,20,6,8,공원녹지과,2-마장로-가-0153,1,마장로,6,소나무,127.0107641,37.5684123,0.00E+00
4955,중구,8,8,1,우리은행,2,2,360,8,25,12,5,공원녹지과,2-퇴계로-가-00360,1,퇴계로,6,소나무,126.9820828,37.5597838,0.00E+00
4956,중구,8,10,2,흥인덕운재개발 현장,2,2,154,8,20,6,8,공원녹지과,2-마장로-가-0154,1,마장로,6,소나무,127.01069,37.5684461,0.00E+00
4957,중구,8,14,2,혜양헬리시움,2,1,111,8,25,9,7,공원녹지과,2-마장로-가-0111,1,마장로,6,은행나무,127.0123896,37.5686562,2
4958,중구,4,4,1,극동빌딩 주차장,2,2,1,8,12,12,3,공원녹지과,2-수표다릿길-가-0002,1,수표다릿길,0,이팝나무,126.9905917,37.5613739,2
4959,중구,8,14,1,서울역,2,2,184,8,26,12,7,공원녹지과,2-의주로-가-0184,1,의주로,6,은행나무,126.9711881,37.5592486,2
4960,중구,8,18,1,서울시청,2,2,99,8,35,9,9,공원녹지과,2-무교동길-가-0098,1,무교동길,9,은행나무,126.9791032,37.5668728,2
4961,중구,4,13,3,영미상가,2,2,245,8,28,6,8,공원녹지과,2-마장로-가-0245,1,마장로,6,은행나무,127.0224987,37.5679915,2
4962,중구,8,10,2,광화문파출소,2,2,184,8,18,6,7,공원녹지과,2-태평로-가-0184,1,태평로,3,느티나무,126.9759934,37.5689702,2
4964,중구,8,10,2,중림삼성아파트,2,2,71,8,20,6,4,공원녹지과,2-중림동길-가-0071,1,중림동길,3,소나무,126.9641621,37.5590513,0.00E+00
4965,중구,8,10,3, ,2,2,62,8,20,6,4,공원녹지과,2-중림동길-가-0062,1,중림동길,6,소나무,126.9631285,37.5590496,0.00E+00
5271,중구,8,15,2,대경빌딩,2,2,423,8,32,6,12,공원녹지과,2-태평로-가-0428,1,태평로,9,은행나무,126.9742508,37.5608063,2
5272,중구,8,16,2,오장동함흥냉면,2,1,243,8,33,6,7,공원녹지과,2-마른내길-가-0243,1,마른내길,9,은행나무,126.9970623,37.5642249,2
5273,중구,4,10,2,포스코,2,2,51,8,25,9,5,공원녹지과,2-숭례성터길-가-051,1,숭례성터길,9,소나무,126.9717471,37.5610835,0.00E+00
5274,중구,8,8,2,두산타워,2,2,10,8,19,9,4,공원녹지과,2-홍인문로-가-0008,1,홍인문로,3,은행나무,127.0093666,37.5686262,2
5275,중구,6,7,3,약수사거리,2,2,24,8,15,6,3,공원녹지과,2-동호로-가-0024,1,동호로,3,왕벚나무,127.01164,37.5541063,2
5276,중구,8,14,1,서울역,2,2,37,8,24,12,7,공원녹지과,2-청파로-가-0059,1,청파로,6,은행나무,126.9694844,37.5588195,2
5277,중구,8,10,1,롯데영플라자,2,2,287,8,25,12,4,공원녹지과,2-남대문로-가-0287,1,남대문로,9,소나무,126.9818391,37.5634143,0.00E+00
5036,중구,8,3,2,신안빌딩,2,1,277,8,10,12,3,공원녹지과,2-훈련원로-가-0277,1,훈련원로,3,소나무,127.002505,37.5625156,0.00E+00
5037,중구,4,10,1, ,2,2,82,8,25,12,5,공원녹지과,2-퇴계로-가-0082,1,퇴계로,12,소나무,127.0013656,37.5630382,0.00E+00
5038,중구,8,3,1,신안빌딩,2,1,276,8,10,12,3,공원녹지과,2-훈련원로-가-0276,1,훈련원로,6,소나무,127.0025068,37.5625617,0.00E+00
5039,중구,8,3,1,신안빌딩,2,1,275,8,10,12,3,공원녹지과,2-훈련원로-가-0275,1,훈련원로,6,소나무,127.0025077,37.5626136,0.00E+00
5040,중구,4,10,1, ,2,2,80,8,25,12,5,공원녹지과,2-퇴계로-가-0080,1,퇴계로,12,소나무,127.0015776,37.5630868,0.00E+00
5041,중구,8,3,1,신안빌딩,2,1,274,8,10,12,3,공원녹지과,2-훈련원로-가-0274,1,훈련원로,6,소나무,127.0025032,37.5626698,0.00E+00
5042,중구,4,10,2,황학동 롯데캐슬,2,2,11,8,25,9,5,공원녹지과,2-청계천로-가-0011,1,청계천로,6,소나무,127.022152,37.5716671,0.00E+00
5043,중구,4,10,2,황학동 롯데캐슬,2,2,2,8,25,9,5,공원녹지과,2-청계천로-가-0012,1,청계천로,6,소나무,127.0220524,37.5716671,0.00E+00
5044,중구,4,10,1, ,2,2,75,8,25,12,5,공원녹지과,2-퇴계로-가-0075,1,퇴계로,12,소나무,127.0020268,37.5632213,0.00E+00
5045,중구,4,10,1, ,2,2,74,8,25,12,5,공원녹지과,2-퇴계로-가-0074,1,퇴계로,12,소나무,127.00207,37.5632585,0.00E+00
5046,중구,4,10,1, ,2,2,72,8,25,12,5,공원녹지과,2-퇴계로-가-0072,1,퇴계로,12,소나무,127.0021562,37.5633529,0.00E+00
5047,중구,6,6,3,약수사거리,2,2,26,8,13,6,5,공원녹지과,2-동호로-가-0026,1,동호로,3,왕벚나무,127.0116906,37.5541783,2
5048,중구,8,10,2,흥인덕운재개발 현장,2,2,262,8,25,6,9,공원녹지과,2-홍인문로-가-0262,2,홍인문로,6,소나무,127.0101782,37.5688656,0.00E+00
5050,중구,4,33,1,덕수궁(태평로),2,2,239,8,38,12,15,공원녹지과,2-태평로-가-0239,1,태평로,9,양버즘나무,126.9768428,37.5663341,2
5359,중구,8,12,1,연세빌딩,2,2,8,8,22,12,7,공원녹지과,2-남대문로-가-0008,1,남대문로,6,은행나무,126.9729913,37.5570919,2
5360,중구,8,15,2,남산육교,2,2,144,6,20,9,10,공원녹지과,2-소월길-가-0144,1,소월길,3,은행나무,126.9766799,37.5562558,2
5361,중구,4,15,2,SK주유소,2,2,48,8,30,9,9,공원녹지과,2-난계로-가-0048,1,난계로,6,양버즘나무,127.0234566,37.5663499,2
5362,중구,4,11,2,거북이 곱창,2,2,37,8,26,9,8,공원녹지과,2-난계로-가-0037,1,난계로,6,양버즘나무,127.0234225,37.5673815,2
5363,중구,4,12,2,풍년종합주방,2,2,26,8,24,9,8,공원녹지과,2-난계로-가-0026,2,난계로,6,양버즘나무,127.0233974,37.5683981,2
5364,중구,8,9,2,검도용품,2,1,6,8,17,12,2,공원녹지과,2-마른내길-가-0006,1,마른내길,3,은행나무,127.0065749,37.5645536,2
5365,중구,8,23,1,방산시장,2,2,207,8,41,12,10,공원녹지과,2-훈련원로-가-0207,1,훈련원로,12,은행나무,127.0019252,37.5691497,2
5121,중구,8,19,1,시티은행,2,2,252,8,29,12,7,공원녹지과,2-청계천로-가-0252,1,청계천로,6,은행나무,126.9783921,37.568974,2
5122,중구,8,19,1,신남문빌딩,2,2,44,8,32,12,11,공원녹지과,2-남대문로-가-0044,2,남대문로,9,은행나무,126.9748656,37.5592499,2
5123,중구,8,13,1,서울역,2,1,48,8,26,12,7,공원녹지과,2-청파로-가-0071,1,청파로,6,은행나무,126.9694425,37.5588287,2
5124,중구,8,8,3,조광인쇄,2,2,30,6,14,6,4,공원녹지과,2-을지로-가-0537,1,태평로1가로,3,은행나무,126.985716,37.5673034,2
5125,중구,6,4,3,통일회관,2,2,147,8,13,6,3,공원녹지과,2-서애길-가-0147,1,서애길,3,왕벚나무,126.9973768,37.5604664,0.00E+00
5126,중구,4,4,1, ,2,2,1,8,12,12,3,공원녹지과,2-수표다릿길-가-0043,1,수표다릿길,0,이팝나무,126.9899915,37.5651251,2
5127,중구,8,13,2,한림빌딩,2,1,41,8,18,6,6,공원녹지과,2-마른내길-가-0041,1,마른내길,3,은행나무,127.000889,37.5645919,1
5128,중구,8,15,2,흥인사거리,2,2,205,8,25,9,6,공원녹지과,2-마장로-가-0205,1,마장로,6,은행나무,127.0154869,37.5678839,1
5129,중구,8,8,2,저동빌딩,2,2,147,8,17,6,7,공원녹지과,2-마른내길-가-0147,1,마른내길,3,은행나무,126.9890961,37.5647568,2
5130,중구,8,4,2,한국통신,2,2,249,8,9,12,4,공원녹지과,2-다산로-가-0256,1,다산로,3,회화나무,127.0162589,37.5671514,2
5131,중구,8,13,1,중앙일보,2,2,158,8,22,12,8,공원녹지과,2-의주로-가-0158,2,의주로,6,은행나무,126.9706753,37.5606479,2
5132,중구,8,16,2,경찰서,2,2,68,8,30,9,8,공원녹지과,2-마장로-가-0068,1,마장로,6,은행나무,127.0146822,37.5681118,2
5133,중구,8,17,2,저동빌딩,2,2,140,8,26,6,10,공원녹지과,2-마른내길-가-0140,1,마른내길,6,은행나무,126.9897449,37.5649051,2
5134,중구,4,10,2,도로교통안전회관,2,2,184,8,24,12,5,공원녹지과,2-왕십리길-가-0195,2,왕십리길,6,은행나무,127.0253588,37.5649555,0.00E+00
5135,중구,8,18,1,서소문로,2,2,213,8,27,12,8,공원녹지과,2-서소문로-가-0215,1,서소문로,6,은행나무,126.9751877,37.5633907,2
5136,중구,8,13,1,서울역,2,1,58,8,26,12,8,공원녹지과,2-칠패길-가-0058,1,칠패길,6,은행나무,126.9702781,37.5594168,1
5137,중구,8,20,1,하나은행,2,2,250,8,25,12,8,공원녹지과,2-청계천로-가-0250,1,청계천로,6,은행나무,126.9784664,37.5689656,2
5138,중구,8,10,2,남산,2,2,152,8,10,9,5,공원녹지과,2-소파길-가-0152,1,소파길,3,은행나무,126.9775635,37.5559914,1
5249,중구,4,10,2, ,2,1,23,8,20,9,5,공원녹지과,2-배오개길-가-00023,1,배오개길,9,소나무,126.9984444,37.564121,0.00E+00
5250,중구,4,10,2, ,2,1,24,8,20,9,5,공원녹지과,2-배오개길-가-00024,1,배오개길,9,소나무,126.9984408,37.5641725,0.00E+00
5251,중구,4,10,1, ,2,2,92,8,25,12,5,공원녹지과,2-퇴계로-가-0092,1,퇴계로,12,소나무,126.9999138,37.5626949,0.00E+00
5252,중구,4,10,1, ,2,2,91,8,25,12,5,공원녹지과,2-퇴계로-가-0091,1,퇴계로,12,소나무,126.9999964,37.5627149,0.00E+00
5254,중구,8,16,2,장충단길,2,1,131,8,22,9,7,공원녹지과,2-장춘단길-가-0140,1,장춘단길,6,은행나무,127.000924,37.5515993,2
5164,중구,4,10,2,황학동 롯데캐슬,2,2,21,8,25,9,5,공원녹지과,2-청계천로-가-0021,1,청계천로,6,소나무,127.0207182,37.5715392,0.00E+00
5165,중구,4,10,2,황학동 롯데캐슬,2,2,17,8,25,9,5,공원녹지과,2-청계천로-가-0017,1,청계천로,6,소나무,127.0211706,37.5716429,0.00E+00
5166,중구,4,10,2,황학동 롯데캐슬,2,2,18,8,25,9,5,공원녹지과,2-청계천로-가-0018,1,청계천로,6,소나무,127.0210633,37.5716246,0.00E+00
5167,중구,4,10,2,황학동 롯데캐슬,2,2,19,8,25,9,5,공원녹지과,2-청계천로-가-0019,1,청계천로,6,소나무,127.0209406,37.5715941,0.00E+00
5168,중구,4,10,2,황학동 롯데캐슬,2,2,20,8,25,9,5,공원녹지과,2-청계천로-가-0020,1,청계천로,6,소나무,127.0208179,37.5715636,0.00E+00
5169,중구,4,10,2,황학동 롯데캐슬,2,2,22,8,25,9,5,공원녹지과,2-청계천로-가-0022,1,청계천로,6,소나무,127.0206109,37.5715026,0.00E+00
5170,중구,4,10,2,황학동 롯데캐슬,2,2,66,8,25,9,5,공원녹지과,2-청계천로-가-0066,1,청계천로,6,소나무,127.0169302,37.56977,0.00E+00
5171,중구,4,10,2,황학동 롯데캐슬,2,2,29,8,25,9,5,공원녹지과,2-청계천로-가-0029,1,청계천로,6,소나무,127.0198901,37.5711915,0.00E+00
5172,중구,4,10,2,황학동 롯데캐슬,2,2,30,8,25,9,5,공원녹지과,2-청계천로-가-0030,1,청계천로,6,소나무,127.0198057,37.571161,0.00E+00
5173,중구,4,10,2,황학동 롯데캐슬,2,2,31,8,25,9,5,공원녹지과,2-청계천로-가-0031,1,청계천로,6,소나무,127.019706,37.5711305,0.00E+00
5174,중구,8,7,2,남산타워APT,2,2,561,8,13,9,6,공원녹지과,2-다산로-가-0561,1,다산로,3,소나무,127.0063332,37.5472632,2
5175,중구,4,13,1,영수빌딩,2,2,50,8,24,9,6,공원녹지과,2-다산로-가-0047,2,다산로,12,소나무,127.0076204,37.5498787,2
5176,중구,8,10,2, ,2,2,469,8,16,9,5,공원녹지과,2-다산로-가-0469,2,다산로,3,소나무,127.0084793,37.5519128,2
5177,중구,8,10,2,명신의원,2,2,65,8,25,9,11,공원녹지과,2-다산로-가-0065,1,다산로,6,소나무,127.0083424,37.551364,0.00E+00
5178,중구,8,8,2,하이마트,2,2,206,8,20,12,5,공원녹지과,2-다산로-가-0206,1,다산로,3,소나무,127.0145067,37.5608412,0.00E+00
5179,중구,4,8,1, ,2,2,180,8,20,12,6,공원녹지과,2-다산로-가-0180,1,다산로,9,소나무,127.0130415,37.558294,0.00E+00
5180,중구,4,6,1, ,2,2,43,8,20,12,6,공원녹지과,2-청계천로-가-0050,1,청계천로,12,느티나무,126.9993614,37.5689566,2
5181,중구,8,14,2,남산,2,2,92,6,24,9,10,공원녹지과,2-소파길-가-0092,1,소파길,6,은행나무,126.9823088,37.5546654,2
4263,중구,8,18,1,국민은행,2,2,182,8,50,12,18,공원녹지과,2-서소문로-가-0184,1,서소문로,12,은행나무,126.9718568,37.5624553,2
4264,중구,8,21,1,남대문시장,2,2,76,8,40,12,5,공원녹지과,2-남대문로-가-0076,2,남대문로,9,은행나무,126.9765953,37.5605194,2
4265,중구,4,10,2,포스코,2,2,26,8,25,9,5,공원녹지과,2-칠패길-가-0026,1,칠패길,9,소나무,126.9725459,37.559738,0.00E+00
5278,중구,6,7,3,약수사거리,2,2,36,8,14,6,5,공원녹지과,2-동호로-가-0036,1,동호로,3,왕벚나무,127.0118864,37.5545183,2
5279,중구,8,9,1,한화종합금융,2,2,131,8,27,12,7,공원녹지과,2-청계천로-가-0131,1,청계천로,6,은행나무,126.9867648,37.5679522,2
5280,중구,8,9,2,한양공고,2,2,10,8,15,6,5,공원녹지과,2-운동장길-가-010,1,운동장길,3,느티나무,127.0111299,37.5659871,2
5281,중구,8,14,2,명보극장,2,1,89,8,23,6,7,공원녹지과,2-마른내길-가-0089,1,마른내길,6,은행나무,126.9946566,37.5643787,2
5282,중구,8,16,1,신안빌딩,2,2,122,8,24,12,7,공원녹지과,2-훈련원로-가-0122,1,훈련원로,6,은행나무,127.0028209,37.5623794,2
5283,중구,8,10,1,중구자원재활용처리장,2,1,94,8,26,12,8,공원녹지과,2-청파로-가-0117,1,청파로,6,은행나무,126.9680849,37.5599713,2
5284,중구,8,20,2,서울지방국토관리청,2,2,164,8,35,6,12,공원녹지과,2-덕수궁길-가-0164,1,덕수궁길,9,은행나무,126.9703063,37.5669496,2
5285,중구,8,14,2,명신의원,2,2,99,8,24,9,9,공원녹지과,2-다산로-가-0099,2,다산로,6,은행나무,127.0089896,37.5526774,2
5286,중구,8,15,1,현대안경,2,2,125,8,37,9,10,공원녹지과,2-소월길-가-0125,1,소월길,9,은행나무,126.9762094,37.5578613,2
5287,중구,8,7,2,보영약국,2,2,295,8,16,6,5,공원녹지과,2-마른내길-가-0295,1,마른내길,3,은행나무,127.0049982,37.5646848,2
5288,중구,8,10,2,흥인덕운재개발 현장,2,2,260,8,25,6,9,공원녹지과,2-홍인문로-가-0260,2,홍인문로,6,소나무,127.0101994,37.5687388,0.00E+00
5289,중구,8,8,2,코오롱빌딩,2,2,79,8,20,9,8,공원녹지과,2-무교동길-가-0080,2,무교동길,3,은행나무,126.9784813,37.567939,2
5290,중구,4,10,2,구청 맞은편,2,1,14,8,20,9,5,공원녹지과,2-배오개길-가-00014,1,배오개길,9,소나무,126.9985019,37.5635289,0.00E+00
5291,중구,4,10,2,구청 맞은편,2,1,15,8,20,9,5,공원녹지과,2-배오개길-가-00015,1,배오개길,9,소나무,126.9984983,37.5635804,0.00E+00
5292,중구,4,10,2,구청 맞은편,2,1,16,8,20,9,5,공원녹지과,2-배오개길-가-00016,1,배오개길,9,소나무,126.9984947,37.5636433,0.00E+00
4352,중구,8,19,1,태평빌딩,2,2,38,8,29,12,8,공원녹지과,2-태평로-가-0038,1,태평로,6,은행나무,126.9766293,37.5625245,2
4353,중구,8,6,2,벽산,2,2,47,8,21,3,3,공원녹지과,2-후암동길-가-0047,1,후암동길,6,느티나무,126.9743856,37.5541677,2
4354,중구,8,8,1,삼각동,2,2,149,8,15,12,6,공원녹지과,2-청계천로-가-0158,1,청계천로,6,회화나무,126.9840376,37.5684928,2
4355,중구,4,10,2,중앙일보,2,2,31,8,25,9,5,공원녹지과,2-숭례성터길-가-031,1,숭례성터길,9,소나무,126.9716048,37.561224,0.00E+00
4356,중구,8,18,2,남산,2,2,184,6,30,9,9,공원녹지과,2-소파길-가-0184,1,소파길,6,은행나무,126.9805385,37.5552829,1
4357,중구,8,8,1,신세계백화점,2,2,128,8,25,12,4,공원녹지과,2-남대문로-가-0128,1,남대문로,12,소나무,126.9815168,37.5609346,0.00E+00
4358,중구,8,6,1,명동역,2,2,375,8,29,12,4,공원녹지과,2-퇴계로-가-0375,1,퇴계로,6,소나무,126.9878375,37.5609154,2
5366,중구,8,17,2,정동교회,2,2,198,8,19,6,8,공원녹지과,2-덕수궁길-가-0198,1,덕수궁길,3,은행나무,126.9722883,37.5658652,2
5367,중구,8,7,2,우리은행,2,2,168,8,14,12,4,공원녹지과,2-홍인문로-가-0163,1,홍인문로,3,은행나무,127.0065604,37.5620392,2
5368,중구,8,18,2,보영약국,2,2,187,8,20,12,14,공원녹지과,2-훈련원로-가-0187,1,훈련원로,3,은행나무,127.0023524,37.5678873,2
5369,중구,8,18,2,신동아화재,2,2,120,8,16,9,8,공원녹지과,2-태평로-가-0120,1,태평로,3,회화나무,126.9774427,37.564586,2
5370,중구,8,7,2,영락교회,2,2,15,8,14,12,3,공원녹지과,2-삼일로-가-0016,1,삼일로,3,은행나무,126.988912,37.5629348,2
5371,중구,8,22,2,소머리국밥집,2,2,269,8,29,6,10,공원녹지과,2-마른내길-가-0269,1,마른내길,6,은행나무,127.0002819,37.5644284,2
5372,중구,8,13,2,태평로빌딩,2,2,309,8,20,12,8,공원녹지과,2-태평로-가-0314,2,태평로,3,은행나무,126.976566,37.5635784,2
5373,중구,6,5,3,통일회관,2,1,153,8,10,6,3,공원녹지과,2-서애길-가-0153,1,서애길,3,왕벚나무,126.9979418,37.5609831,0.00E+00
5374,중구,8,10,1,신흥빌딩,2,2,81,8,28,12,6,공원녹지과,2-청파로-가-0104,1,청파로,6,은행나무,126.9680503,37.5606768,2
5375,중구,8,16,2,남산육교,2,2,80,4,25,9,9,공원녹지과,2-소월길-가-0080,1,소월길,6,은행나무,126.9765248,37.5570089,1
5376,중구,8,12,2,대영각,2,2,218,8,12,12,8,공원녹지과,2-퇴계로-가-0218,1,퇴계로,3,은행나무,126.9840626,37.560924,2
5377,중구,8,22,2,동부금고,2,2,233,8,20,12,10,공원녹지과,2-남대문로-가-0239,1,남대문로,3,은행나무,126.982542,37.5677595,2
5378,중구,8,20,1,태평로빌딩,2,2,315,8,35,12,8,공원녹지과,2-태평로-가-0320,1,태평로,9,은행나무,126.9764911,37.5633952,2
5379,중구,8,10,3,서울특별시별관,2,2,288,8,18,3,14,공원녹지과,2-덕수궁길-가-0284,1,덕수궁길,3,느티나무,126.9759907,37.5648431,2
5380,중구,8,3,2,영락교회,2,2,34,4,11,12,4,공원녹지과,2-삼일로-가-0035,1,삼일로,3,은행나무,126.9883032,37.5638377,1
5381,중구,8,14,1,삼성빌딩,2,2,283,8,26,12,12,공원녹지과,2-을지로-가-0283,1,을지로,6,은행나무,126.980533,37.5661273,2
4441,중구,8,4,2, ,2,2,10,8,25,12,5,공원녹지과,2-퇴계로-가-0010,1,퇴계로,3,소나무,127.0081832,37.5644442,0.00E+00
4442,중구,8,4,2, ,2,2,36,8,20,12,5,공원녹지과,2-퇴계로-가-0036,1,퇴계로,3,소나무,127.0051811,37.5639002,0.00E+00
4443,중구,8,4,2, ,2,2,37,8,25,12,5,공원녹지과,2-퇴계로-가-0037,1,퇴계로,3,소나무,127.0050587,37.563884,0.00E+00
4444,중구, ,0,0, , , ,0,0,0, ,0, , ,0, ,0,소나무, , ,0.00E+00
4445,중구,8,4,2, ,2,2,9,8,25,12,5,공원녹지과,2-퇴계로-가-0009,1,퇴계로,3,소나무,127.0096078,37.5646816,0.00E+00
4446,중구,8,4,2, ,2,2,9,8,25,12,5,공원녹지과,2-퇴계로-가-0009,1,퇴계로,3,소나무,127.0096078,37.5646816,0.00E+00
4447,중구,8,4,2, ,2,2,10,8,25,12,5,공원녹지과,2-퇴계로-가-0010,1,퇴계로,3,소나무,127.0095262,37.5646644,0.00E+00
5253,중구,4,10,1, ,2,1,122,8,25,12,6,공원녹지과,2-왕십리길-가-00122,2,왕십리길,9,소나무,127.0141736,37.5650294,2
