고유번호,구명,품계수종,수고,관리등급,위치,구번호,전선유무,순번,품계활력,흉고지름,품계위치,수관너비,관리기관,수목고유번호,보호덮개,가로명,품계흉고,수목명,경도,위도,피해정도
114,중구,4,10,1, ,2,1,122,8,25,9,5,공원녹지과,2-배오개길-가-0122,1,배오개길,12,소나무,126.9983663,37.5627216,0.00E+00
3,중구,6,6,3,약수사거리,2,2,35,8,12,6,6,공원녹지과,2-동호로-가-0035,1,동호로,3,왕벚나무,127.0118644,37.5544853,2
4,중구,6,5,3,서울지방국토관리청,2,2,159,6,10,6,2,공원녹지과,2-덕수궁길-가-0159,1,덕수궁길,3,상수리나무,126.9700888,37.5671674,2
5,중구,8,15,2,경찰서,2,2,55,8,20,9,8,공원녹지과,2-마장로-가-0055,1,마장로,3,은행나무,127.0156364,37.5681093,2
2,중구,8,14,1,한화빌딩,2,2,16,8,30,12,8,공원녹지과,2-을지로-가-0523,2,태평로1가로,6,은행나무,126.9858492,37.5675386,2
6,중구,4,16,1,성동공고,2,1,41,8,42,12,6,공원녹지과,2-마장로-가-0041,1,마장로,12,은행나무,127.0174887,37.568232,2
7,중구,8,8,1,두산타워,2,2,13,8,24,12,5,공원녹지과,2-홍인문로-가-0010,1,홍인문로,6,은행나무,127.0092671,37.5684911,2
8,중구,8,32,1,효령빌딩,2,2,31,8,45,9,15,공원녹지과,2-무교동길-가-0031,1,무교동길,12,은행나무,126.9793348,37.5680011,2
9,중구,8,12,1,부산은행,2,2,295,8,31,12,7,공원녹지과,2-을지로-가-0295,1,을지로,9,은행나무,126.9795153,37.5661233,2
10,중구,8,11,2,국립의료원,2,2,89,8,20,12,4,공원녹지과,2-을지로-가-0089,1,을지로,3,은행나무,127.004568,37.5670578,2
11,중구,8,15,2,기업은행,2,2,200,8,18,12,7,공원녹지과,2-을지로-가-0200,1,을지로,3,은행나무,126.9868198,37.5662307,2
12,중구,8,22,3,오장동함흥냉면,2,2,260,6,19,6,16,공원녹지과,2-마른내길-가-0260,1,마른내길,3,은행나무,126.9995761,37.5643877,1
13,중구,4,9,3,영미상가,2,2,3,8,30,6,7,공원녹지과,2-마장로-가-0003,1,마장로,6,은행나무,127.0229875,37.5680405,2
14,중구,4,27,1,서울역,2,2,22,8,60,12,14,공원녹지과,2-청파로-가-0044,2,청파로,12,양버즘나무,126.9695137,37.5579893,2
15,중구,8,17,1,신성당약국,2,2,331,8,30,12,9,공원녹지과,2-퇴계로-가-0331,1,퇴계로,6,은행나무,126.9804395,37.559468,2
16,중구,8,16,1,한국은행,2,2,7,8,33,12,8,공원녹지과,2-태평로-가-0007,1,태평로,9,은행나무,126.9761075,37.561158,2
17,중구,8,19,1,신남문빌딩,2,2,43,8,30,12,9,공원녹지과,2-남대문로-가-0043,1,남대문로,6,은행나무,126.9748271,37.5592511,2
18,중구,8,15,2,대경빌딩,2,2,422,8,30,6,10,공원녹지과,2-태평로-가-0427,1,태평로,6,은행나무,126.9741821,37.5608444,2
19,중구,4,27,1,계상양국,2,2,97,8,41,12,16,공원녹지과,2-삼일로-가-0098,1,삼일로,12,양버즘나무,126.9887679,37.5620501,2
20,중구,8,17,1,서울역,2,2,16,8,35,12,9,공원녹지과,2-의주로-가-0016,1,의주로,9,은행나무,126.9718285,37.5586546,2
21,중구,8,19,2,보영약국,2,2,201,8,14,12,14,공원녹지과,2-훈련원로-가-0201,1,훈련원로,3,은행나무,127.002253,37.5690091,2
22,중구,8,13,2,장충체육관,2,2,161,8,17,9,7,공원녹지과,2-동호로-가-0161,1,동호로,3,은행나무,127.0089695,37.5568534,2
23,중구,8,13,2,약수약국,2,2,197,8,28,9,6,공원녹지과,2-금호동길-가-0197,1,금호동길,6,은행나무,127.0134697,37.5603091,2
24,중구,8,10,1,마포로5구역,2,2,122,8,20,12,5,공원녹지과,2-서소문로-가-0124,1,서소문로,6,소나무,126.9665858,37.5608514,1
25,중구,8,14,1,자유웨딩홀,2,1,116,8,35,9,10,공원녹지과,2-장춘단길-가-0125,1,장춘단길,9,은행나무,127.0018767,37.5523842,2
26,중구,8,11,2,광화문파출소,2,2,194,8,24,6,5,공원녹지과,2-태평로-가-0194,1,태평로,6,느티나무,126.9760083,37.5688302,2
27,중구,6,6,3,희래정,2,2,151,8,10,6,3,공원녹지과,2-덕수궁길-가-0151,1,덕수궁길,0,상수리나무,126.9698474,37.5674248,2
28,중구,8,5,2,덕수궁돌담길,2,2,23,8,16,6,4,공원녹지과,2-덕수궁길-가-0023,1,덕수궁길,3,느티나무,126.9749229,37.5648992,2
29,중구,8,35,1,장안빌딩,2,2,52,8,45,12,10,공원녹지과,2-서소문로-가-0053,1,서소문로,12,은행나무,126.9719439,37.5626871,2
30,중구,8,18,2,길도빌딩,2,2,141,8,23,6,12,공원녹지과,2-덕수궁길-가-0141,1,덕수궁길,6,은행나무,126.9696073,37.5677686,2
31,중구,8,9,2,국립의료원,2,2,83,8,14,12,6,공원녹지과,2-을지로-가-0083,1,을지로,3,은행나무,127.004642,37.567251,2
32,중구,8,14,1,서울역,2,2,205,8,27,12,8,공원녹지과,2-의주로-가-0205,1,의주로,6,은행나무,126.9697968,37.5615953,2
33,중구,8,11,1,서울역,2,2,194,8,30,12,7,공원녹지과,2-의주로-가-0194,1,의주로,6,은행나무,126.9703649,37.5608047,2
34,중구,8,8,2,보영약국,2,1,9,8,18,6,4,공원녹지과,2-마른내길-가-0009,2,마른내길,3,은행나무,127.0060975,37.5646338,2
35,중구,8,8,2, ,2,2,197,8,15,9,6,공원녹지과,2-동호로-가-0238,1,동호로,6,느티나무,127.0127913,37.5519854,2
36,중구,8,8,1,중림주차장,2,2,90,8,30,12,6,공원녹지과,2-서소문로-가-0091,1,서소문로,6,은행나무,126.9640644,37.5593802,2
37,중구,8,13,1,서소문공원,2,2,40,8,25,12,6,공원녹지과,2-칠패길-가-0040,1,칠패길,6,은행나무,126.9699941,37.5596084,2
38,중구,8,15,2,남산빌딩,2,2,9,8,25,9,8,공원녹지과,2-소파길-가-0009,1,소파길,6,은행나무,126.9875547,37.5593111,2
39,중구,8,18,1,검도용품,2,2,73,8,30,12,9,공원녹지과,2-홍인문로-가-0068,1,홍인문로,6,은행나무,127.0068938,37.5635579,2
40,중구,8,9,2,남대문빌딩,2,2,17,8,28,9,14,공원녹지과,2-칠패길-가-0017,1,칠패길,6,느티나무,126.9734035,37.559876,2
41,중구,8,6,2,덕수궁돌담길,2,2,5,8,14,6,5,공원녹지과,2-덕수궁길-가-0005,1,덕수궁길,3,느티나무,126.9760429,37.564975,2
42,중구,8,18,2,서울지방국토관리청,2,2,168,8,25,6,15,공원녹지과,2-덕수궁길-가-0168,1,덕수궁길,6,은행나무,126.970506,37.5667638,2
43,중구,8,10,1,마포로5구역,2,2,128,8,20,12,5,공원녹지과,2-서소문로-가-0128,1,서소문로,6,소나무,126.9668346,37.5610158,1
44,중구,4,4,2, ,2,2,1,8,12,9,3,공원녹지과,2-돈화문로-가-00038,1,돈화문로,6,이팝나무,126.9929986,37.5640891,0.00E+00
45,중구,8,14,1,쌍용자동차,2,2,120,8,25,12,6,공원녹지과,2-동호로-가-0120,1,동호로,6,은행나무,127.0080046,37.5583562,2
46,중구,8,14,1,남산,2,2,30,8,33,9,8,공원녹지과,2-소월길-가-0030,1,소월길,9,은행나무,126.9778976,37.5548072,2
47,중구,4,4,2, ,2,2,1,8,12,9,3,공원녹지과,2-돈화문로-가-000137,1,돈화문로,6,이팝나무,126.9929646,37.5630374,0.00E+00
48,중구,8,10,1,마포로5구역,2,2,129,8,20,12,5,공원녹지과,2-서소문로-가-0129,1,서소문로,6,소나무,126.9668928,37.5610496,1
49,중구,4,4,1, ,2,2,1,8,12,12,3,공원녹지과,2-수표다릿길-가-00075,1,수표다릿길,0,이팝나무,126.9896592,37.5676238,2
50,중구,8,17,2,오장동함흥냉면,2,1,242,6,41,6,8,공원녹지과,2-마른내길-가-0242,1,마른내길,12,은행나무,126.9969661,37.5642207,2
51,중구,8,8,2, ,2,2,197,8,15,9,6,공원녹지과,2-동호로-가-0202,1,동호로,6,느티나무,127.0121429,37.552266,2
52,중구,8,10,1,마포로5구역,2,2,125,8,20,12,5,공원녹지과,2-서소문로-가-0125,1,서소문로,6,소나무,126.9666334,37.5608851,1
53,중구,8,18,2,대경빌딩,2,2,419,8,30,6,12,공원녹지과,2-태평로-가-0424,1,태평로,6,은행나무,126.9738979,37.5609996,2
54,중구,8,16,2,오장동함흥냉면,2,1,254,8,31,6,7,공원녹지과,2-마른내길-가-0254,1,마른내길,9,은행나무,126.9989559,37.5643428,2
55,중구,8,16,2,정동교회,2,2,201,8,24,6,8,공원녹지과,2-덕수궁길-가-0200-1,1,덕수궁길,6,은행나무,126.9724155,37.565787,2
56,중구,8,9,2,파출소,2,2,276,8,20,12,5,공원녹지과,2-태평로-가-0276,1,태평로,3,은행나무,126.9769248,37.5664779,2
57,중구,8,14,1,힐튼호텔,2,2,6,8,31,9,8,공원녹지과,2-소월길-가-0006,1,소월길,9,은행나무,126.9790011,37.5534498,2
58,중구,8,17,2,동아빌딩,2,2,202,8,28,6,10,공원녹지과,2-청계천로-가-0202,1,청계천로,6,은행나무,126.9810637,37.5686366,2
59,중구,8,12,2,삼성APT,2,1,225,8,25,6,5,공원녹지과,2-금호동길-가-0225,1,금호동길,6,은행나무,127.0168161,37.5593047,2
60,중구,8,14,2,훼미리마트,2,2,79,8,33,6,6,공원녹지과,2-금호동길-가-0079,1,금호동길,9,은행나무,127.0134569,37.5604109,2
61,중구,4,6,1,시대상사,2,2,43,8,20,12,6,공원녹지과,2-청계천로-가-0082,1,청계천로,12,느티나무,126.9936881,37.5682866,2
62,중구,4,30,1,덕수궁(태평로),2,2,251,8,35,12,12,공원녹지과,2-태평로-가-0251,1,태평로,9,양버즘나무,126.9768756,37.5656688,2
63,중구,8,19,2,광화문파출소,2,2,196,8,22,9,8,공원녹지과,2-태평로-가-0196,1,태평로,6,은행나무,126.9763274,37.5690159,2
64,중구,8,17,3,서울특별시별관,2,2,248,8,20,3,18,공원녹지과,2-덕수궁길-가-0244,1,덕수궁길,3,은행나무,126.9737959,37.5648063,2
65,중구,8,12,2,교보생명,2,2,153,8,25,6,8,공원녹지과,2-덕수궁길-가-0153,1,덕수궁길,6,은행나무,126.9699026,37.5673381,2
66,중구,8,6,1,조흥은행,2,2,175,8,12,12,4,공원녹지과,2-태평로-가-0175,1,태평로,6,이팝나무,126.9774905,37.5689982,2
67,중구,8,30,2,효령빌딩,2,2,32,8,30,9,15,공원녹지과,2-무교동길-가-0032,1,무교동길,6,은행나무,126.9793346,37.5680982,2
68,중구,8,16,1,디오센터,2,2,116,8,35,12,8,공원녹지과,2-서소문로-가-0118,1,서소문로,9,은행나무,126.966292,37.5606694,2
69,중구,8,8,1,남대문시장,2,2,267,8,27,12,8,공원녹지과,2-퇴계로-가-0267,1,퇴계로,6,은행나무,126.9766452,37.5576902,1
70,중구,8,15,2,남산육교,2,2,130,6,30,9,12,공원녹지과,2-소월길-가-0130,1,소월길,6,은행나무,126.9763381,37.5571766,2
71,중구,8,14,2,광신교효,2,2,336,8,17,12,6,공원녹지과,2-훈련원로-가-0338,1,훈련원로,3,은행나무,127.0025815,37.5617825,2
72,중구,4,4,2, ,2,2,1,8,12,9,3,공원녹지과,2-돈화문로-가-000119,1,돈화문로,6,이팝나무,126.9927928,37.5645302,0.00E+00
73,중구,8,23,1,중구청,2,2,47,8,32,9,16,공원녹지과,2-배오개길-가-0047,1,배오개길,9,은행나무,126.9983218,37.5657664,2
74,중구,8,17,2,남대문빌딩,2,2,27,8,30,9,10,공원녹지과,2-의주로-가-0027,1,의주로,6,은행나무,126.9713739,37.5599536,2
75,중구,8,13,1,서울역,2,2,179,8,31,12,7,공원녹지과,2-의주로-가-0179,1,의주로,9,은행나무,126.9712569,37.5588007,1
76,중구,8,5,2,광희초등학교,2,2,306,8,18,12,3,공원녹지과,2-다산로-가-0312,1,다산로,3,느티나무,127.0160027,37.5655054,0.00E+00
77,중구,4,4,2, ,2,2,1,8,12,9,3,공원녹지과,2-돈화문로-가-00051,1,돈화문로,6,이팝나무,126.9928626,37.5651833,0.00E+00
78,중구,4,4,2, ,2,2,1,8,12,9,3,공원녹지과,2-돈화문로-가-00077,1,돈화문로,6,이팝나무,126.9925332,37.5680455,0.00E+00
79,중구,8,8,1,삼각동,2,2,149,8,15,12,6,공원녹지과,2-청계천로-가-0152,1,청계천로,6,회화나무,126.9846535,37.5683812,2
80,중구,8,10,1,신한은행,2,2,400,8,25,12,5,공원녹지과,2-태평로-가-0400,1,태평로,6,소나무,126.9747953,37.560752,0.00E+00
81,중구,8,7,2,삼성APT,2,2,241,8,17,6,5,공원녹지과,2-금호동길-가-0241,1,금호동길,3,은행나무,127.016898,37.5588601,2
82,중구,8,24,2,부림빌딩,2,2,236,8,24,9,12,공원녹지과,2-을지로-가-0236,1,을지로,6,은행나무,126.9800708,37.5668568,2
83,중구,4,10,2,포스코,2,2,34,8,25,9,5,공원녹지과,2-칠패길-가-0034,1,칠패길,9,소나무,126.9718204,37.5596809,0.00E+00
84,중구,8,12,2,예원학교,2,2,92,8,28,6,7,공원녹지과,2-덕수궁길-가-0091,1,덕수궁길,6,은행나무,126.9717614,37.5662615,2
85,중구,8,15,2,신아일보,2,2,87,8,25,6,8,공원녹지과,2-덕수궁길-가-0086,1,덕수궁길,6,은행나무,126.9719974,37.5661372,2
86,중구,8,30,1,파출소,2,2,235,8,35,12,14,공원녹지과,2-태평로-가-0235,1,태평로,9,은행나무,126.9768372,37.5665327,2
87,중구,8,16,1,부산은행,2,2,293,8,30,12,6,공원녹지과,2-을지로-가-0293,1,을지로,6,은행나무,126.9797803,37.5661256,2
88,중구,8,14,1,상동교회,2,2,99,8,30,12,5,공원녹지과,2-남대문로-가-099,1,남대문로,6,은행나무,126.9791805,37.5611192,2
89,중구,4,12,1, ,2,1,96,8,15,9,8,공원녹지과,2-배오개길-가-0096,1,배오개길,12,은행나무,126.9981316,37.5655328,2
90,중구,8,28,1,삼성전자입구,2,2,131,8,32,12,14,공원녹지과,2-훈련원로-가-0131,1,훈련원로,9,은행나무,127.003013,37.5630989,2
91,중구,8,10,1,마포로5구역,2,2,126,8,20,12,5,공원녹지과,2-서소문로-가-0126,1,서소문로,6,소나무,126.9666917,37.5609315,1
92,중구,8,16,1,중앙일보사,2,2,158,8,31,12,10,공원녹지과,2-서소문로-가-0160,1,서소문로,9,은행나무,126.9705889,37.5620828,2
93,중구,8,12,1,동대문운동장,2,2,223,8,26,12,6,공원녹지과,2-홍인문로-가-0219,1,홍인문로,6,은행나무,127.0077121,37.5652322,1
94,중구,8,13,2,서울역,2,2,170,8,10,12,6,공원녹지과,2-의주로-가-0170,1,의주로,3,은행나무,126.9714208,37.5580751,2
95,중구,8,8,2,동국대,2,2,1,8,15,12,6,공원녹지과,2-장춘단길-가-0005,1,장춘단길,3,회화나무,127.0057488,37.5587643,2
96,중구,8,15,1,한빛은행,2,2,73,8,35,12,7,공원녹지과,2-반포로-가-0073,2,반포로,9,은행나무,126.9828711,37.5582584,2
97,중구,8,30,1,정화측기사,2,2,169,8,40,12,12,공원녹지과,2-남대문로-가-0175,1,남대문로,9,은행나무,126.9830198,37.5670673,2
98,중구,8,8,2,동국대,2,2,1,8,15,12,6,공원녹지과,2-장춘단길-가-0066,1,장춘단길,3,회화나무,127.0039221,37.555457,2
99,중구,8,18,1,신남문빌딩,2,2,61,8,31,12,9,공원녹지과,2-남대문로-가-0061,1,남대문로,9,은행나무,126.9750961,37.5590781,2
100,중구,8,10,1,마포로5구역,2,2,127,8,20,12,5,공원녹지과,2-서소문로-가-0127,1,서소문로,6,소나무,126.9667552,37.5609736,1
101,중구,8,8,2, ,2,2,197,8,15,9,6,공원녹지과,2-동호로-가-0200,1,동호로,6,느티나무,127.0121547,37.5524239,2
102,중구,8,8,2, ,2,2,197,8,15,9,6,공원녹지과,2-동호로-가-0212,1,동호로,6,느티나무,127.0123063,37.5515709,2
103,중구,8,8,2, ,2,2,197,8,15,9,6,공원녹지과,2-동호로-가-0225,1,동호로,6,느티나무,127.0122849,37.5519997,2
104,중구,8,16,1,중구자원재활용처리장,2,2,141,8,32,12,8,공원녹지과,2-서소문로-가-0143,1,서소문로,9,은행나무,126.9683085,37.5615737,2
105,중구,8,15,2,중구자원재활용처리장,2,2,151,8,16,12,7,공원녹지과,2-서소문로-가-0153,1,서소문로,3,은행나무,126.9694389,37.5618202,2
106,중구,8,18,1,부산은행,2,2,290,8,24,12,6,공원녹지과,2-을지로-가-0290,1,을지로,6,은행나무,126.9799818,37.5661216,2
107,중구,8,20,1,동아빌딩,2,2,219,8,24,12,9,공원녹지과,2-남대문로-가-0225,1,남대문로,6,은행나무,126.9815785,37.5679158,2
108,중구,8,18,2,동아빌딩,2,2,200,8,23,6,8,공원녹지과,2-청계천로-가-0200,1,청계천로,6,은행나무,126.9810946,37.5684851,2
109,중구,4,24,1,거북이 곱창,2,2,40,8,60,9,12,공원녹지과,2-난계로-가-0040,1,난계로,12,양버즘나무,127.0234319,37.5670978,2
110,중구,8,10,1,동대문운동장,2,2,221,8,25,12,5,공원녹지과,2-홍인문로-가-0217,1,홍인문로,6,은행나무,127.0076687,37.565117,2
111,중구,8,15,1,국민은행,2,2,56,8,31,9,6,공원녹지과,2-무교동길-가-0056,1,무교동길,9,은행나무,126.9792015,37.5685016,2
112,중구,4,23,1, ,2,1,257,8,42,12,12,공원녹지과,2-소파길-가-0257,1,소파길,12,양버즘나무,126.9895132,37.5607674,2
115,중구,8,4,2,남정빌딩,2,2,101,8,12,12,4,공원녹지과,2-소월길-가-0101,1,소월길,3,느티나무,126.9761707,37.5587094,2
1,중구,8,7,2,삼성APT,2,1,288,8,17,6,3,공원녹지과,2-금호동길-가-0288,1,금호동길,3,은행나무,127.0188057,37.5590357,2
230,중구,8,11,2,시장,2,2,29,8,20,12,6,공원녹지과,2-왕십리길-가-0029,2,왕십리길,3,은행나무,127.0194431,37.5657654,2
231,중구,8,8,1,아이마트,2,2,181,8,23,12,6,공원녹지과,2-왕십리길-가-0182,1,왕십리길,6,은행나무,127.0227768,37.5652243,2
232,중구,8,15,2,OTPIA,2,1,44,8,21,6,12,공원녹지과,2-마른내길-가-0044,1,마른내길,6,은행나무,127.0002471,37.5645474,2
233,중구,4,12,3,영미상가,2,2,8,8,25,6,6,공원녹지과,2-마장로-가-0008,1,마장로,6,은행나무,127.0225026,37.5681147,2
234,중구,8,8,2, ,2,2,257,8,20,12,3,공원녹지과,2-다산로-가-0257,1,다산로,3,소나무,127.0162504,37.567382,2
235,중구,8,13,1,동대문운동장,2,2,504,8,27,12,5,공원녹지과,2-을지로-가-0504,1,을지로,6,은행나무,127.010084,37.5652105,2
236,중구,8,13,2,동대문운동장,2,2,506,8,15,12,7,공원녹지과,2-을지로-가-0506,1,을지로,3,은행나무,127.010251,37.565154,2
237,중구,8,10,1,신흥빌딩,2,2,83,8,32,12,6,공원녹지과,2-청파로-가-0106,1,청파로,9,은행나무,126.9680036,37.5607641,2
238,중구,8,15,2,흥인사거리,2,2,208,8,26,9,6,공원녹지과,2-마장로-가-0208,2,마장로,6,은행나무,127.0156494,37.5678824,2
239,중구,4,9,3,축협,2,1,36,8,24,6,5,공원녹지과,2-중림동길-가-0036,1,중림동길,6,양버즘나무,126.9659353,37.5587717,2
240,중구,8,8,2,상공회의소,2,2,430,8,30,6,6,공원녹지과,2-태평로-가-0435,1,태평로,3,소나무,126.9746443,37.5603363,0.00E+00
241,중구,8,8,2,한림,2,2,148,6,12,12,6,공원녹지과,2-훈련원로-가-0148,1,훈련원로,3,은행나무,127.0027419,37.5645554,2
242,중구,8,16,2,오장동함흥냉면,2,1,244,8,35,6,8,공원녹지과,2-마른내길-가-0244,1,마른내길,9,은행나무,126.9971772,37.5642313,2
243,중구,8,10,2,명보극장,2,1,90,8,13,6,6,공원녹지과,2-마른내길-가-0090,1,마른내길,3,은행나무,126.994606,37.5643787,2
244,중구,8,5,1,금호의원,2,1,140,8,22,12,3,공원녹지과,2-왕십리길-가-0141,1,왕십리길,6,은행나무,127.0189396,37.5655502,2
245,중구,8,10,1,마포로5구역,2,2,132,8,20,12,5,공원녹지과,2-서소문로-가-0132,1,서소문로,6,소나무,126.9670887,37.5611381,1
246,중구,8,10,1,현대자동차,2,2,325,8,25,12,5,공원녹지과,2-을지로-가-0325,1,을지로,6,소나무,126.9837506,37.565985,0.00E+00
247,중구,8,9,1,파출소,2,2,282,8,21,12,4,공원녹지과,2-태평로-가-0282,1,태평로,6,은행나무,126.9769306,37.566104,2
248,중구,8,15,2,부림빌딩,2,2,239,8,16,9,6,공원녹지과,2-을지로-가-0239,1,을지로,3,은행나무,126.9801822,37.5668484,2
249,중구,8,15,1,다등빌딩,2,2,220,8,27,12,8,공원녹지과,2-남대문로-가-0226,1,남대문로,6,은행나무,126.9814942,37.5679012,2
250,중구,8,14,2,코오롱빌딩,2,2,72,8,26,9,10,공원녹지과,2-무교동길-가-0073,1,무교동길,6,은행나무,126.9790934,37.5680642,2
251,중구,8,10,2, ,2,1,121,8,20,9,5,공원녹지과,2-배오개길-가-0121,1,배오개길,6,소나무,126.9983428,37.5630505,0.00E+00
252,중구,4,6,2,성동기계공고,2,2,77,8,15,12,6,공원녹지과,2-왕십리길-가-0087,1,왕십리길,6,회화나무,127.0114739,37.5650208,2
139,중구,8,27,2,국립의료원,2,2,76,8,19,12,12,공원녹지과,2-을지로-가-0076,1,을지로,3,은행나무,127.0049881,37.5676543,2
140,중구,6,7,3,약수사거리,2,2,54,8,14,6,3,공원녹지과,2-동호로-가-0054,1,동호로,3,왕벚나무,127.0117278,37.5544981,2
141,중구,8,7,2,삼성APT,2,2,231,8,15,6,4,공원녹지과,2-금호동길-가-0231,1,금호동길,3,은행나무,127.0165265,37.5583239,2
138,중구,4,25,1,국립의료원,2,2,72,8,34,12,14,공원녹지과,2-을지로-가-0072,1,을지로,9,양버즘나무,127.0051171,37.5678741,2
142,중구,8,12,2,청구역,2,1,167,8,35,6,9,공원녹지과,2-금호동길-가-0167,1,금호동길,9,은행나무,127.010615,37.5614312,2
143,중구,8,26,2,골드상호금고,2,1,209,8,38,6,9,공원녹지과,2-마른내길-가-0209,1,마른내길,9,은행나무,126.9924607,37.564309,2
144,중구,8,5,2, ,2,2,49,8,12,6,6,공원녹지과,2-서애길-가-0049,1,서애길,3,왕벚나무,126.9958376,37.5574995,0.00E+00
145,중구,8,9,1,시장,2,2,47,8,23,12,4,공원녹지과,2-왕십리길-가-0047,1,왕십리길,6,은행나무,127.0176724,37.5656166,2
146,중구,4,15,2,동부화재,2,2,105,8,20,6,6,공원녹지과,2-마른내길-가-0105,1,마른내길,12,은행나무,126.9926506,37.5644367,2
147,중구,4,15,1,신성당약국,2,2,323,6,41,12,8,공원녹지과,2-퇴계로-가-0323,1,퇴계로,12,양버즘나무,126.97904,37.5590301,2
148,중구,8,20,2,저동빌딩,2,1,142,8,31,6,9,공원녹지과,2-마른내길-가-0142,1,마른내길,9,은행나무,126.9895589,37.5648581,2
149,중구,8,18,1,창신비니루,2,2,229,8,36,12,18,공원녹지과,2-훈련원로-가-0231,1,훈련원로,9,은행나무,127.0020765,37.5673866,2
150,중구,8,26,2,골드상호금고,2,2,197,8,22,6,9,공원녹지과,2-마른내길-가-0197,1,마른내길,6,은행나무,126.9918623,37.5643475,2
151,중구,8,10,2,국립의료원,2,2,85,8,15,12,9,공원녹지과,2-을지로-가-0085,1,을지로,3,은행나무,127.0046118,37.5671983,2
152,중구,4,12,2,황학시장,2,1,227,8,22,9,6,공원녹지과,2-마장로-가-0227,1,마장로,6,은행나무,127.018115,37.5681898,2
153,중구,8,10,2,서소문로,2,2,201,8,15,12,8,공원녹지과,2-서소문로-가-0203,1,서소문로,3,은행나무,126.9744577,37.5625827,2
154,중구,4,16,2,신성당약국,2,2,249,8,24,12,4,공원녹지과,2-퇴계로-가-0249,1,퇴계로,6,양버즘나무,126.9788498,37.5592165,2
155,중구,8,20,1,한국은행,2,2,352,8,33,12,9,공원녹지과,2-남대문로-가-0334,1,남대문로,9,은행나무,126.9772074,37.5609589,2
156,중구,8,15,1,태평로빌딩,2,2,329,8,28,12,9,공원녹지과,2-태평로-가-0334,1,태평로,6,은행나무,126.9762675,37.5630003,2
157,중구,8,15,1,순화빌딩,2,2,72,8,21,12,10,공원녹지과,2-서소문로-가-0073,1,서소문로,6,은행나무,126.9708538,37.5624157,2
158,중구,8,18,1,국민은행,2,2,54,8,36,9,6,공원녹지과,2-무교동길-가-0054,1,무교동길,9,은행나무,126.9791295,37.5687487,2
159,중구,8,6,3,이화여고,2,2,173,6,20,6,4,공원녹지과,2-덕수궁길-가-0173,1,덕수궁길,3,은행나무,126.9709461,37.5665532,2
160,중구,8,16,2,국민은행,2,2,73,8,14,9,8,공원녹지과,2-배오개길-가-0073,1,배오개길,3,은행나무,126.9979303,37.5682244,2
161,중구,8,16,1,소피텔엠버서더,2,2,322,8,24,12,8,공원녹지과,2-훈련원로-가-0324,1,훈련원로,6,은행나무,127.0025714,37.5609259,2
162,중구,8,15,2,장충체육관,2,2,162,8,30,9,8,공원녹지과,2-동호로-가-0162,1,동호로,6,은행나무,127.0089961,37.5568051,2
163,중구,8,13,2,청구역,2,1,164,8,30,6,9,공원녹지과,2-금호동길-가-0164,1,금호동길,6,은행나무,127.010451,37.561723,2
164,중구,8,17,1,남산,2,2,178,8,32,9,9,공원녹지과,2-소파길-가-0178,1,소파길,9,은행나무,126.9800933,37.5555265,2
165,중구,8,6,2,서울역,2,2,22,8,16,12,4,공원녹지과,2-의주로-가-0022,1,의주로,3,은행나무,126.9717016,37.5591747,2
166,중구,8,8,2,남산,2,2,55,8,25,9,8,공원녹지과,2-소파길-가-0055,1,소파길,6,은행나무,126.9840303,37.5563289,2
167,중구,8,13,2,신성상가,2,1,81,8,19,6,8,공원녹지과,2-마른내길-가-0081,1,마른내길,3,은행나무,126.9953199,37.5643381,2
168,중구,8,20,1,다등빌딩,2,2,200,8,25,12,8,공원녹지과,2-남대문로-가-0206,1,남대문로,6,은행나무,126.9825055,37.568174,2
169,중구,8,18,1,두산빌딩,2,2,252,8,36,12,10,공원녹지과,2-남대문로-가-0258,1,남대문로,9,은행나무,126.9825162,37.5665706,2
170,중구,8,7,3,서울특별시별관,2,2,233,6,12,3,6,공원녹지과,2-덕수궁길-가-0229,1,덕수궁길,3,느티나무,126.9747651,37.5647592,2
171,중구,8,25,1,덕수궁(태평로),2,2,286,8,25,12,14,공원녹지과,2-태평로-가-0286,1,태평로,6,은행나무,126.9769446,37.5656139,2
172,중구,8,20,1,국세청,2,2,272,8,25,12,12,공원녹지과,2-태평로-가-0272,1,태평로,6,은행나무,126.9769269,37.5667694,2
173,중구,8,12,1,광도여행사,2,2,277,8,28,12,12,공원녹지과,2-을지로-가-0277,1,을지로,6,느티나무,126.980854,37.5661706,2
174,중구,8,5,1,방산시장,2,2,221,8,35,12,5,공원녹지과,2-훈련원로-가-0223,2,훈련원로,9,은행나무,127.0020218,37.5680314,2
175,중구,8,18,2,신안빌딩,2,2,302,8,18,12,10,공원녹지과,2-훈련원로-가-0304,1,훈련원로,3,은행나무,127.0024975,37.5618812,2
176,중구,8,14,2,OTPIA,2,1,70,8,38,6,15,공원녹지과,2-마른내길-가-0070,1,마른내길,9,은행나무,126.9972989,37.5643711,2
177,중구,8,16,2,서울시청,2,2,106,8,26,9,10,공원녹지과,2-무교동길-가-0105,1,무교동길,6,은행나무,126.979101,37.5666235,2
178,중구,8,4,2,영락교회,2,2,21,8,15,12,4,공원녹지과,2-삼일로-가-0022,1,삼일로,3,은행나무,126.9887435,37.5632598,2
